"","annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at","labels","choiceCom","split","argAmount","argType","argPar1","argPar2","argPerformed","argImageName"
5564,25533,5,"{""choices"":[""Grass"",""Dung""]}","2024-08-12T11:30:30.520643Z",24106,"Bare Soil_Stev_64_776_582.jpg",17.196,"2024-08-12T11:30:30.520664Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Bare Soil_Stev_64_776_582.jpg"
5566,27109,15,"{""choices"":[""Grass"",""Dung""]}","2024-08-12T17:31:15.366211Z",53999,"Cow Dung_Livia_393_388_388.jpg",0.986,"2024-08-12T17:31:15.366233Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Cow Dung_Livia_393_388_388.jpg"
5569,3053,5,"{""choices"":[""Clover"",""Grass""]}","2024-07-15T19:43:50.128394Z",39697,"Clover_Maxwell_240_776_582.jpg",6.284,"2024-07-15T19:43:50.128517Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Clover_Maxwell_240_776_582.jpg"
5570,16446,5,"Dung","2024-07-22T17:20:30.224506Z",52020,"Cow Dung_Livia_371_0_582.jpg",0.934,"2024-07-22T17:20:30.224526Z","['Dung']","Dung","Train",17,"None",NA,NA,TRUE,"Cow Dung_Livia_371_0_582.jpg"
5572,15334,5,"{""choices"":[""Grass"",""Soil""]}","2024-07-18T17:30:45.642769Z",20074,"Bare Soil_Maxwell_24_194_1224.jpg",2.607,"2024-07-18T17:30:45.642827Z","['Grass', 'Soil']","Grass, Soil","Val",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_24_194_1224.jpg"
5576,13882,5,"Soil","2024-07-18T11:01:15.334879Z",18893,"Bare Soil_Maxwell_12_1552_582.jpg",1.609,"2024-07-18T11:01:15.334898Z","['Soil']","Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_12_1552_582.jpg"
5579,13347,5,"Soil","2024-07-17T18:08:17.725353Z",18704,"Bare Soil_Maxwell_10_1746_0.jpg",1.032,"2024-07-17T18:08:17.725372Z","['Soil']","Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_10_1746_0.jpg"
5580,19835,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T12:40:44.110823Z",56757,"Cow Dung_Stev_423_582_1164.jpg",1.98,"2024-07-29T12:40:44.110842Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_423_582_1164.jpg"
5582,26633,15,"{""choices"":[""Grass"",""Dung""]}","2024-08-12T14:41:58.639242Z",54022,"Cow Dung_Livia_393_776_582.jpg",1.314,"2024-08-12T14:41:58.639263Z","['Grass', 'Dung']","Grass, Dung","Val",0,"None",NA,NA,FALSE,"Cow Dung_Livia_393_776_582.jpg"
5584,13802,5,"Soil","2024-07-18T10:48:28.302190Z",18808,"Bare Soil_Maxwell_11_1940_0.jpg",4.342,"2024-07-18T10:48:28.302210Z","['Soil']","Soil","Val",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_11_1940_0.jpg"
5585,18663,13,"{""choices"":[""Clover"",""Grass""]}","2024-07-25T14:40:29.942808Z",28502,"Buttercup_Stev_125_582_776.jpg",3.129,"2024-07-25T14:40:29.942827Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Buttercup_Stev_125_582_776.jpg"
5587,26952,15,"{""choices"":[""Grass"",""Soil""]}","2024-08-12T17:06:25.528369Z",20516,"Bare Soil_Maxwell_29_1358_388.jpg",1.748,"2024-08-12T17:06:25.528392Z","['Grass', 'Soil']","Grass, Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_29_1358_388.jpg"
5589,11138,13,"{""choices"":[""Clover"",""Grass""]}","2024-07-17T13:56:14.198369Z",113011,"More Clover_11_1312_776.jpg",3.065,"2024-07-17T13:56:14.198396Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"More Clover_11_1312_776.jpg"
5590,14182,5,"{""choices"":[""Grass"",""Soil""]}","2024-07-18T14:22:07.713425Z",19210,"Bare Soil_Maxwell_15_194_1224.jpg",1.608,"2024-07-18T14:22:07.713442Z","['Grass', 'Soil']","Grass, Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_15_194_1224.jpg"
5594,898,1,"{""choices"":[""Clover"",""Grass""]}","2024-07-11T15:27:19.385839Z",38080,"Clover_Leon_223_1823_0.jpg",7.963,"2024-07-11T15:27:19.385872Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Clover_Leon_223_1823_0.jpg"
5595,14979,5,"{""choices"":[""Grass"",""Soil""]}","2024-07-18T16:47:24.647616Z",19706,"Bare Soil_Maxwell_20_582_1224.jpg",1.204,"2024-07-18T16:47:24.647633Z","['Grass', 'Soil']","Grass, Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_20_582_1224.jpg"
5596,24825,11,"{""choices"":[""Grass"",""Soil""]}","2024-08-11T11:20:31.556013Z",26188,"Bare Soil_Stev_88_388_0.jpg",4.151,"2024-08-11T11:20:31.556034Z","['Grass', 'Soil']","Grass, Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Stev_88_388_0.jpg"
5598,6496,11,"Soil","2024-07-16T19:34:12.146283Z",21928,"Bare Soil_Stev_40_0_582.jpg",3.778,"2024-07-16T19:34:12.146305Z","['Soil']","Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Stev_40_0_582.jpg"
5599,25193,5,"{""choices"":[""Grass"",""Soil""]}","2024-08-12T09:36:06.128995Z",23807,"Bare Soil_Stev_61_194_194.jpg",9.68,"2024-08-12T09:36:06.129015Z","['Grass', 'Soil']","Grass, Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Stev_61_194_194.jpg"
5604,26465,15,"{""choices"":[""Grass"",""Clover""]}","2024-08-12T14:05:53.816719Z",45135,"Clover_Maxwell_297_1948_194.jpg",2.623,"2024-08-12T14:05:53.816741Z","['Grass', 'Clover']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Clover_Maxwell_297_1948_194.jpg"
5605,5980,5,"{""choices"":[""Clover"",""Grass""]}","2024-07-16T17:54:49.671360Z",40763,"Clover_Maxwell_251_970_970.jpg",12.896,"2024-07-16T17:54:49.671378Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Clover_Maxwell_251_970_970.jpg"
5611,10547,11,"Clover","2024-07-17T13:42:01.549580Z",114303,"More Clover_6_0_1552.jpg",2.574,"2024-07-17T13:42:01.549600Z","['Clover']","Clover","Train",0,"None",NA,NA,FALSE,"More Clover_6_0_1552.jpg"
5612,18958,3,"{""choices"":[""Grass"",""Soil""]}","2024-07-25T16:47:30.125615Z",19270,"Bare Soil_Maxwell_16_1358_776.jpg",3.843,"2024-07-25T16:47:30.125636Z","['Grass', 'Soil']","Grass, Soil","Val",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_16_1358_776.jpg"
5614,20527,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:41:50.677663Z",56017,"Cow Dung_Stev_416_0_582.jpg",3.818,"2024-07-29T13:41:50.677681Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_416_0_582.jpg"
5618,19370,1,"{""choices"":[""Grass"",""Dung""]}","2024-07-26T17:28:11.690687Z",52421,"Cow Dung_Livia_375_582_1358.jpg",1.784,"2024-07-26T17:28:11.690746Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Cow Dung_Livia_375_582_1358.jpg"
5619,2293,2,"{""choices"":[""Clover"",""Grass""]}","2024-07-14T13:04:12.047773Z",51069,"Cow Dung_Fran_360_0_965.jpg",2.735,"2024-07-14T13:04:12.047812Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Cow Dung_Fran_360_0_965.jpg"
5621,19738,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T12:36:10.852024Z",56859,"Cow Dung_Stev_424_582_970.jpg",2.24,"2024-07-29T12:36:10.852043Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_424_582_970.jpg"
5622,11159,11,"{""choices"":[""Clover"",""Grass""]}","2024-07-17T13:56:40.765296Z",114095,"More Clover_3_582_1746.jpg",3.481,"2024-07-17T13:56:40.765314Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"More Clover_3_582_1746.jpg"
5624,11421,11,"{""choices"":[""Clover"",""Grass""]}","2024-07-17T14:04:53.651686Z",113982,"More Clover_2_194_1164.jpg",2.651,"2024-07-17T14:04:53.651705Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"More Clover_2_194_1164.jpg"
5625,24251,14,"{""choices"":[""Grass"",""Soil""]}","2024-08-11T01:47:19.219024Z",23080,"Bare Soil_Stev_53_1164_1824.jpg",4.731,"2024-08-11T01:47:19.219042Z","['Grass', 'Soil']","Grass, Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Stev_53_1164_1824.jpg"
5626,19031,3,"{""choices"":[""Grass"",""Soil""]}","2024-07-25T16:52:23.725512Z",20221,"Bare Soil_Maxwell_26_1164_582.jpg",4.706,"2024-07-25T16:52:23.725531Z","['Grass', 'Soil']","Grass, Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_26_1164_582.jpg"
5628,2680,5,"{""choices"":[""Clover"",""Grass""]}","2024-07-15T17:09:34.252540Z",39320,"Clover_Maxwell_236_970_388.jpg",9.606,"2024-07-15T17:09:34.252559Z","['Clover', 'Grass']","Clover, Grass","Val",0,"None",NA,NA,FALSE,"Clover_Maxwell_236_970_388.jpg"
5629,1100,3,"{""choices"":[""Clover"",""Grass""]}","2024-07-12T09:32:47.715415Z",50006,"Clover_Stev_348_1552_1225.jpg",2.859,"2024-07-12T09:32:47.715444Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Clover_Stev_348_1552_1225.jpg"
5630,16499,5,"{""choices"":[""Grass"",""Dung""]}","2024-07-22T17:22:44.434083Z",52075,"Cow Dung_Livia_371_582_582.jpg",1.618,"2024-07-22T17:22:44.434100Z","['Grass', 'Dung']","Grass, Dung","Val",0,"None",NA,NA,FALSE,"Cow Dung_Livia_371_582_582.jpg"
5635,12489,5,"{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:31:48.254678Z",113483,"More Clover_16_582_582.jpg",1.955,"2024-07-17T16:31:48.254700Z","['Clover', 'Grass']","Clover, Grass","Val",0,"None",NA,NA,FALSE,"More Clover_16_582_582.jpg"
5638,10115,13,"{""choices"":[""Grass"",""Dung""]}","2024-07-17T13:16:39.025175Z",56079,"Cow Dung_Stev_416_388_194.jpg",4.288,"2024-07-17T13:16:39.025193Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_416_388_194.jpg"
5639,24386,14,"Soil","2024-08-11T02:57:43.956125Z",23737,"Bare Soil_Stev_60_582_1358.jpg",3.652,"2024-08-11T02:57:43.956146Z","['Soil']","Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Stev_60_582_1358.jpg"
5640,10674,11,"{""choices"":[""Clover"",""Grass""]}","2024-07-17T13:45:14.146001Z",114256,"More Clover_5_388_0.jpg",2.489,"2024-07-17T13:45:14.146021Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"More Clover_5_388_0.jpg"
5642,14116,5,"{""choices"":[""Grass"",""Soil""]}","2024-07-18T14:17:30.696988Z",19140,"Bare Soil_Maxwell_14_776_388.jpg",1.394,"2024-07-18T14:17:30.697006Z","['Grass', 'Soil']","Grass, Soil","Val",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_14_776_388.jpg"
5643,18120,10,"{""choices"":[""Clover"",""Grass""]}","2024-07-24T20:01:10.111012Z",50176,"Clover_Stev_350_0_388.jpg",3.247,"2024-07-24T20:01:10.111032Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Clover_Stev_350_0_388.jpg"
5644,16940,3,"{""choices"":[""Clover"",""Grass""]}","2024-07-23T11:00:53.569994Z",50075,"Clover_Stev_348_970_970.jpg",2.059,"2024-07-23T11:00:53.570013Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Clover_Stev_348_970_970.jpg"
5645,6830,5,"{""choices"":[""Clover"",""Grass""]}","2024-07-16T20:05:54.580586Z",41320,"Clover_Maxwell_257_582_388.jpg",4.112,"2024-07-16T20:05:54.580605Z","['Clover', 'Grass']","Clover, Grass","Val",0,"None",NA,NA,FALSE,"Clover_Maxwell_257_582_388.jpg"
5647,7436,10,"{""choices"":[""Grass"",""Dung""]}","2024-07-17T10:43:17.034045Z",57443,"Cow Dung_Stev_431_1312_776.jpg",2.72,"2024-07-17T10:43:17.034063Z","['Grass', 'Dung']","Grass, Dung","Val",0,"None",NA,NA,FALSE,"Cow Dung_Stev_431_1312_776.jpg"
5649,7129,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-17T09:12:40.722162Z",53923,"Cow Dung_Livia_392_582_582.jpg",4.051,"2024-07-17T09:12:40.722180Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Cow Dung_Livia_392_582_582.jpg"
5651,24545,14,"{""choices"":[""Grass"",""Soil""]}","2024-08-11T03:49:06.610001Z",21105,"Bare Soil_Maxwell_35_1746_1164.jpg",6.581,"2024-08-11T03:49:06.610022Z","['Grass', 'Soil']","Grass, Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_35_1746_1164.jpg"
5652,14455,10,"{""choices"":[""Clover"",""Grass""]}","2024-07-18T15:25:14.555186Z",41768,"Clover_Maxwell_262_1940_388.jpg",1.847,"2024-07-18T15:25:14.555204Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Clover_Maxwell_262_1940_388.jpg"
5654,6060,5,"{""choices"":[""Grass"",""Dung""]}","2024-07-16T18:02:31.479018Z",40843,"Clover_Maxwell_252_582_970.jpg",3.271,"2024-07-16T18:02:31.479035Z","['Grass', 'Dung']","Grass, Dung","Val",0,"None",NA,NA,FALSE,"Clover_Maxwell_252_582_970.jpg"
5666,11425,11,"{""choices"":[""Clover"",""Grass""]}","2024-07-17T14:04:58.995310Z",113980,"More Clover_2_1312_970.jpg",2.426,"2024-07-17T14:04:58.995335Z","['Clover', 'Grass']","Clover, Grass","Val",0,"None",NA,NA,FALSE,"More Clover_2_1312_970.jpg"
5672,26684,15,"{""choices"":[""Grass"",""Dung""]}","2024-08-12T14:47:41.685824Z",52900,"Cow Dung_Livia_381_0_582.jpg",1.157,"2024-08-12T14:47:41.685844Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Cow Dung_Livia_381_0_582.jpg"
5673,24427,14,"{""choices"":[""Grass"",""Soil""]}","2024-08-11T03:09:03.628759Z",21395,"Bare Soil_Maxwell_6_1746_194.jpg",3.707,"2024-08-11T03:09:03.628778Z","['Grass', 'Soil']","Grass, Soil","Val",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_6_1746_194.jpg"
5675,13069,5,"{""choices"":[""Clover"",""Grass""]}","2024-07-17T17:48:31.247540Z",112890,"More Clover_0_970_776.jpg",5.782,"2024-07-17T17:48:31.247558Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"More Clover_0_970_776.jpg"
5678,16807,3,"{""choices"":[""Clover"",""Grass""]}","2024-07-23T10:53:44.767210Z",49933,"Clover_Stev_347_1946_1164.jpg",1.463,"2024-07-23T10:53:44.767229Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Clover_Stev_347_1946_1164.jpg"
5680,8294,5,"{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:13:41.231573Z",114587,"More Clover_9_1312_1164.jpg",2.784,"2024-07-17T12:13:41.231594Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"More Clover_9_1312_1164.jpg"
5681,16862,3,"{""choices"":[""Clover"",""Grass""]}","2024-07-23T10:56:46.269603Z",49992,"Clover_Stev_348_1164_388.jpg",1.515,"2024-07-23T10:56:46.269621Z","['Clover', 'Grass']","Clover, Grass","Val",0,"None",NA,NA,FALSE,"Clover_Stev_348_1164_388.jpg"
5682,19993,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T12:48:14.690058Z",56591,"Cow Dung_Stev_422_0_194.jpg",4.212,"2024-07-29T12:48:14.690078Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_422_0_194.jpg"
5688,11312,11,"{""choices"":[""Clover"",""Grass""]}","2024-07-17T14:00:54.605266Z",114035,"More Clover_2_970_970.jpg",21.096,"2024-07-17T14:00:54.605284Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"More Clover_2_970_970.jpg"
5689,26700,15,"{""choices"":[""Grass"",""Dung""]}","2024-08-12T14:49:27.622022Z",93154,"Sheep Dung_Livia_833_1164_388.jpg",2.024,"2024-08-12T14:49:27.622042Z","['Grass', 'Dung']","Grass, Dung","Val",0,"None",NA,NA,FALSE,"Sheep Dung_Livia_833_1164_388.jpg"
5690,3156,5,"{""choices"":[""Grass"",""Dung""]}","2024-07-15T19:54:56.249629Z",39801,"Clover_Maxwell_241_970_582.jpg",5.277,"2024-07-15T19:54:56.249648Z","['Grass', 'Dung']","Grass, Dung","Val",0,"None",NA,NA,FALSE,"Clover_Maxwell_241_970_582.jpg"
5693,12624,5,"{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:40:37.064123Z",113342,"More Clover_15_0_970.jpg",1.657,"2024-07-17T16:40:37.064142Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"More Clover_15_0_970.jpg"
5694,25215,5,"{""choices"":[""Grass"",""Soil""]}","2024-08-12T09:41:11.309884Z",23833,"Bare Soil_Stev_61_582_970.jpg",6.168,"2024-08-12T09:41:11.309939Z","['Grass', 'Soil']","Grass, Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Stev_61_582_970.jpg"
5695,23407,3,"Soil","2024-08-10T09:01:35.491806Z",21106,"Bare Soil_Maxwell_35_1746_1224.jpg",1.985,"2024-08-10T09:01:35.491824Z","['Soil']","Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_35_1746_1224.jpg"
5697,9341,9,"{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:49:51.222420Z",48053,"Clover_Maxwell_327_970_1164.jpg",2.609,"2024-07-17T12:49:51.222438Z","['Clover', 'Grass']","Clover, Grass","Val",0,"None",NA,NA,FALSE,"Clover_Maxwell_327_970_1164.jpg"
5698,9414,13,"Soil","2024-07-17T12:52:14.341021Z",21210,"Bare Soil_Maxwell_36_1940_1224.jpg",2.988,"2024-07-17T12:52:14.341188Z","['Soil']","Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_36_1940_1224.jpg"
5699,1520,3,"{""choices"":[""Clover"",""Grass""]}","2024-07-12T13:54:45.117719Z",38376,"Clover_Leon_226_582_776.jpg",3.681,"2024-07-12T13:54:45.117749Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Clover_Leon_226_582_776.jpg"
5700,12721,5,"{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:48:07.250737Z",113239,"More Clover_13_970_194.jpg",5.568,"2024-07-17T16:48:07.250755Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"More Clover_13_970_194.jpg"
5703,24029,14,"{""choices"":[""Grass"",""Soil""]}","2024-08-11T00:40:00.342488Z",20432,"Bare Soil_Maxwell_28_1746_0.jpg",3.423,"2024-08-11T00:40:00.342507Z","['Grass', 'Soil']","Grass, Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_28_1746_0.jpg"
5704,26214,15,"{""choices"":[""Grass"",""Dung""]}","2024-08-12T13:23:52.534951Z",54100,"Cow Dung_Livia_394_582_776.jpg",2.075,"2024-08-12T13:23:52.534971Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Cow Dung_Livia_394_582_776.jpg"
5708,24184,14,"{""choices"":[""Grass"",""Clover""]}","2024-08-11T01:22:50.135399Z",50734,"Clover_Stev_356_1164_388.jpg",2.662,"2024-08-11T01:22:50.135416Z","['Grass', 'Clover']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Clover_Stev_356_1164_388.jpg"
5711,2061,5,"{""choices"":[""Clover"",""Grass""]}","2024-07-13T16:48:11.646874Z",38837,"Clover_Livia_231_970_1358.jpg",2.593,"2024-07-13T16:48:11.646892Z","['Clover', 'Grass']","Clover, Grass","Val",0,"None",NA,NA,FALSE,"Clover_Livia_231_970_1358.jpg"
5719,16820,3,"{""choices"":[""Clover"",""Grass""]}","2024-07-23T10:54:17.830002Z",49946,"Clover_Stev_347_194_776.jpg",1.143,"2024-07-23T10:54:17.830020Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Clover_Stev_347_194_776.jpg"
5722,24718,11,"{""choices"":[""Grass"",""Dung""]}","2024-08-11T11:08:48.432692Z",54549,"Cow Dung_Livia_399_776_388.jpg",2.194,"2024-08-11T11:08:48.432712Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Cow Dung_Livia_399_776_388.jpg"
5727,23728,14,"{""choices"":[""Grass"",""Soil""]}","2024-08-10T19:10:17.737539Z",23689,"Bare Soil_Stev_60_0_776.jpg",2.521,"2024-08-10T19:10:17.737556Z","['Grass', 'Soil']","Grass, Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Stev_60_0_776.jpg"
5733,13324,5,"Soil","2024-07-17T18:07:12.625730Z",18680,"Bare Soil_Maxwell_10_1164_0.jpg",1.338,"2024-07-17T18:07:12.625747Z","['Soil']","Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_10_1164_0.jpg"
5738,24508,14,"{""choices"":[""Grass"",""Soil""]}","2024-08-11T03:36:40.011293Z",21138,"Bare Soil_Maxwell_35_388_1224.jpg",3.111,"2024-08-11T03:36:40.011312Z","['Grass', 'Soil']","Grass, Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_35_388_1224.jpg"
5741,10575,11,"Clover","2024-07-17T13:42:44.111549Z",114287,"More Clover_5_776_776.jpg",4.59,"2024-07-17T13:42:44.111601Z","['Clover']","Clover","Train",0,"None",NA,NA,FALSE,"More Clover_5_776_776.jpg"
5742,20781,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:58:15.419236Z",55737,"Cow Dung_Stev_413_1164_582.jpg",1.305,"2024-07-29T13:58:15.419254Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_413_1164_582.jpg"
5743,10000,9,"{""choices"":[""Clover"",""Grass""]}","2024-07-17T13:08:58.595680Z",113695,"More Clover_19_1164_0.jpg",5.973,"2024-07-17T13:08:58.595698Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"More Clover_19_1164_0.jpg"
5744,22620,3,"Soil","2024-08-09T15:22:17.299616Z",21010,"Bare Soil_Maxwell_34_1746_1224.jpg",1.67,"2024-08-09T15:22:17.299635Z","['Soil']","Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_34_1746_1224.jpg"
5745,18023,10,"{""choices"":[""Clover"",""Grass""]}","2024-07-24T19:52:06.146386Z",50056,"Clover_Stev_348_582_388.jpg",2.387,"2024-07-24T19:52:06.146405Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Clover_Stev_348_582_388.jpg"
5748,26494,15,"{""choices"":[""Grass"",""Clover""]}","2024-08-12T14:09:16.776781Z",43999,"Clover_Maxwell_285_388_194.jpg",2.67,"2024-08-12T14:09:16.776800Z","['Grass', 'Clover']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Clover_Maxwell_285_388_194.jpg"
5753,3146,5,"{""choices"":[""Clover"",""Grass""]}","2024-07-15T19:53:40.811281Z",39791,"Clover_Maxwell_241_776_194.jpg",83.548,"2024-07-15T19:53:40.811299Z","['Clover', 'Grass']","Clover, Grass","Val",0,"None",NA,NA,FALSE,"Clover_Maxwell_241_776_194.jpg"
5755,24430,14,"{""choices"":[""Grass"",""Soil""]}","2024-08-11T03:09:19.788057Z",20372,"Bare Soil_Maxwell_27_388_388.jpg",6.513,"2024-08-11T03:09:19.788089Z","['Grass', 'Soil']","Grass, Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_27_388_388.jpg"
5757,23871,14,"Soil","2024-08-10T21:10:32.211289Z",23495,"Bare Soil_Stev_57_970_1358.jpg",2.594,"2024-08-10T21:10:32.211307Z","['Soil']","Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Stev_57_970_1358.jpg"
5759,9978,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-17T13:08:18.873928Z",92111,"Sheep Dung_Livia_821_1552_970.jpg",4.33,"2024-07-17T13:08:18.873946Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Sheep Dung_Livia_821_1552_970.jpg"
5761,25821,5,"{""choices"":[""Grass"",""Dung""]}","2024-08-12T12:07:49.609771Z",24272,"Bare Soil_Stev_66_582_776.jpg",10.641,"2024-08-12T12:07:49.609799Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Bare Soil_Stev_66_582_776.jpg"
5768,26815,15,"{""choices"":[""Grass"",""Dung""]}","2024-08-12T16:46:41.943843Z",54793,"Cow Dung_Livia_402_388_776.jpg",1.136,"2024-08-12T16:46:41.943863Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Cow Dung_Livia_402_388_776.jpg"
5770,23813,14,"{""choices"":[""Grass"",""Soil""]}","2024-08-10T19:35:38.852188Z",20986,"Bare Soil_Maxwell_34_1164_1224.jpg",4.955,"2024-08-10T19:35:38.852209Z","['Grass', 'Soil']","Grass, Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_34_1164_1224.jpg"
5773,24470,14,"{""choices"":[""Grass"",""Soil""]}","2024-08-11T03:17:13.827436Z",23386,"Bare Soil_Stev_56_582_1552.jpg",21.169,"2024-08-11T03:17:13.827459Z","['Grass', 'Soil']","Grass, Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Stev_56_582_1552.jpg"
5774,26799,15,"{""choices"":[""Grass"",""Dung""]}","2024-08-12T16:45:02.832909Z",53119,"Cow Dung_Livia_383_388_388.jpg",5.882,"2024-08-12T16:45:02.832935Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Cow Dung_Livia_383_388_388.jpg"
5775,24006,14,"{""choices"":[""Grass"",""Soil""]}","2024-08-11T00:32:48.287156Z",20908,"Bare Soil_Maxwell_33_1552_388.jpg",3.015,"2024-08-11T00:32:48.287173Z","['Grass', 'Soil']","Grass, Soil","Val",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_33_1552_388.jpg"
