"annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at"
13098,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T17:51:33.288011Z",112858,"/data/local-files/?d=content/content/flat_split/More%20Clover_0_388_970.jpg",2.748,"2024-07-17T17:51:33.288029Z"
13087,"5","Grass","2024-07-17T17:50:39.851133Z",112871,"/data/local-files/?d=content/content/flat_split/More%20Clover_0_776_1164.jpg",6.468,"2024-07-17T17:50:39.851152Z"
13073,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T17:49:36.671724Z",112886,"/data/local-files/?d=content/content/flat_split/More%20Clover_0_970_1824.jpg",1.564,"2024-07-17T17:49:36.671742Z"
13050,"5","Grass","2024-07-17T17:45:40.785696Z",112909,"/data/local-files/?d=content/content/flat_split/More%20Clover_10_1164_194.jpg",4.736,"2024-07-17T17:45:40.785715Z"
13049,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T17:45:34.795301Z",112910,"/data/local-files/?d=content/content/flat_split/More%20Clover_10_1164_388.jpg",1.567,"2024-07-17T17:45:34.795341Z"
13038,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T17:44:46.122103Z",112923,"/data/local-files/?d=content/content/flat_split/More%20Clover_10_1312_776.jpg",4.733,"2024-07-17T17:44:46.122122Z"
13036,"5","Grass","2024-07-17T17:44:35.246322Z",112925,"/data/local-files/?d=content/content/flat_split/More%20Clover_10_194_0.jpg",2.275,"2024-07-17T17:44:35.246340Z"
9917,"13","Grass","2024-07-17T13:04:57.435293Z",112962,"/data/local-files/?d=content/content/flat_split/More%20Clover_10_776_1746.jpg",4.53,"2024-07-17T13:04:57.435314Z"
12985,"5","Grass","2024-07-17T17:41:08.114990Z",112963,"/data/local-files/?d=content/content/flat_split/More%20Clover_10_776_1824.jpg",4.315,"2024-07-17T17:41:08.115012Z"
12967,"5","Grass","2024-07-17T17:33:07.013398Z",112982,"/data/local-files/?d=content/content/flat_split/More%20Clover_11_0_1358.jpg",1.158,"2024-07-17T17:33:07.013418Z"
13455,"12","Grass","2024-07-18T08:52:15.211714Z",112987,"/data/local-files/?d=content/content/flat_split/More%20Clover_11_0_388.jpg",2.507,"2024-07-18T08:52:15.211732Z"
12933,"5","Grass","2024-07-17T17:30:52.676939Z",113017,"/data/local-files/?d=content/content/flat_split/More%20Clover_11_194_1746.jpg",2.131,"2024-07-17T17:30:52.676958Z"
13010,"11","{""choices"":[""Clover"",""Grass""]}","2024-07-17T17:42:26.988705Z",113031,"/data/local-files/?d=content/content/flat_split/More%20Clover_11_388_388.jpg",4.098,"2024-07-17T17:42:26.988723Z"
12997,"11","Clover","2024-07-17T17:41:45.504311Z",113057,"/data/local-files/?d=content/content/flat_split/More%20Clover_11_970_0.jpg",2.117,"2024-07-17T17:41:45.504334Z"
12881,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T17:25:36.107169Z",113071,"/data/local-files/?d=content/content/flat_split/More%20Clover_12_0_1552.jpg",3.447,"2024-07-17T17:25:36.107188Z"
12873,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T17:24:51.536084Z",113079,"/data/local-files/?d=content/content/flat_split/More%20Clover_12_1164_0.jpg",1.164,"2024-07-17T17:24:51.536104Z"
12850,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T17:23:07.973195Z",113105,"/data/local-files/?d=content/content/flat_split/More%20Clover_12_194_1746.jpg",5.293,"2024-07-17T17:23:07.973213Z"
12843,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T17:22:37.829398Z",113112,"/data/local-files/?d=content/content/flat_split/More%20Clover_12_388_0.jpg",2.907,"2024-07-17T17:22:37.829422Z"
12837,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T17:22:09.677862Z",113118,"/data/local-files/?d=content/content/flat_split/More%20Clover_12_388_194.jpg",2.801,"2024-07-17T17:22:09.677880Z"
12835,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T17:21:58.394886Z",113120,"/data/local-files/?d=content/content/flat_split/More%20Clover_12_388_582.jpg",2.979,"2024-07-17T17:21:58.394906Z"
12824,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T17:21:02.510871Z",113132,"/data/local-files/?d=content/content/flat_split/More%20Clover_12_582_776.jpg",1.006,"2024-07-17T17:21:02.510888Z"
12814,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T17:20:22.425034Z",113143,"/data/local-files/?d=content/content/flat_split/More%20Clover_12_776_776.jpg",1.103,"2024-07-17T17:20:22.425053Z"
12783,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:51:39.181034Z",113176,"/data/local-files/?d=content/content/flat_split/More%20Clover_13_1164_776.jpg",1.265,"2024-07-17T16:51:39.181053Z"
12773,"5","Grass","2024-07-17T16:50:59.151438Z",113186,"/data/local-files/?d=content/content/flat_split/More%20Clover_13_1312_582.jpg",7.878,"2024-07-17T16:51:03.763240Z"
12763,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:50:12.324374Z",113197,"/data/local-files/?d=content/content/flat_split/More%20Clover_13_194_582.jpg",3.776,"2024-07-17T16:50:12.324392Z"
12757,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:49:39.517713Z",113203,"/data/local-files/?d=content/content/flat_split/More%20Clover_13_388_1552.jpg",1.152,"2024-07-17T16:49:39.517732Z"
12726,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:48:18.296262Z",113234,"/data/local-files/?d=content/content/flat_split/More%20Clover_13_970_1164.jpg",1.156,"2024-07-17T16:48:18.296281Z"
12725,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:48:16.051258Z",113235,"/data/local-files/?d=content/content/flat_split/More%20Clover_13_970_1358.jpg",1.08,"2024-07-17T16:48:16.051278Z"
12716,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:47:48.689481Z",113244,"/data/local-files/?d=content/content/flat_split/More%20Clover_14_0_0.jpg",4.831,"2024-07-17T16:47:48.689500Z"
12713,"5","Grass","2024-07-17T16:47:32.941236Z",113247,"/data/local-files/?d=content/content/flat_split/More%20Clover_14_0_1552.jpg",1.633,"2024-07-17T16:47:32.941255Z"
12686,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:45:49.233426Z",113274,"/data/local-files/?d=content/content/flat_split/More%20Clover_14_1312_582.jpg",1.168,"2024-07-17T16:45:49.233445Z"
12664,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:43:27.723115Z",113297,"/data/local-files/?d=content/content/flat_split/More%20Clover_14_388_776.jpg",1.805,"2024-07-17T16:43:27.723132Z"
12662,"5","Grass","2024-07-17T16:43:22.165139Z",113299,"/data/local-files/?d=content/content/flat_split/More%20Clover_14_582_0.jpg",6.424,"2024-07-17T16:43:22.165157Z"
12658,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:43:04.935683Z",113303,"/data/local-files/?d=content/content/flat_split/More%20Clover_14_582_1746.jpg",1.154,"2024-07-17T16:43:04.935705Z"
12638,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:41:43.869268Z",113324,"/data/local-files/?d=content/content/flat_split/More%20Clover_14_970_1552.jpg",2.45,"2024-07-17T16:41:43.869287Z"
12629,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:41:09.294961Z",113335,"/data/local-files/?d=content/content/flat_split/More%20Clover_15_0_1552.jpg",1.9,"2024-07-17T16:41:09.294979Z"
12617,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:40:15.400766Z",113349,"/data/local-files/?d=content/content/flat_split/More%20Clover_15_1164_194.jpg",1.62,"2024-07-17T16:40:15.400805Z"
12602,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:39:21.291863Z",113366,"/data/local-files/?d=content/content/flat_split/More%20Clover_15_194_1164.jpg",1.49,"2024-07-17T16:39:21.291881Z"
12588,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:38:37.374287Z",113380,"/data/local-files/?d=content/content/flat_split/More%20Clover_15_388_1746.jpg",1.355,"2024-07-17T16:38:37.374305Z"
12577,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:38:09.143520Z",113392,"/data/local-files/?d=content/content/flat_split/More%20Clover_15_582_1824.jpg",3.257,"2024-07-17T16:38:09.143538Z"
12566,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:37:39.550167Z",113403,"/data/local-files/?d=content/content/flat_split/More%20Clover_15_776_1824.jpg",1.361,"2024-07-17T16:37:39.550187Z"
10539,"13","Clover","2024-07-17T13:41:44.178519Z",113417,"/data/local-files/?d=content/content/flat_split/More%20Clover_15_970_582.jpg",2.532,"2024-07-17T13:41:44.178538Z"
12529,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:34:46.135674Z",113441,"/data/local-files/?d=content/content/flat_split/More%20Clover_16_1164_970.jpg",3.145,"2024-07-17T16:34:46.135692Z"
12527,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:34:38.285552Z",113443,"/data/local-files/?d=content/content/flat_split/More%20Clover_16_1312_1164.jpg",2.762,"2024-07-17T16:34:38.285570Z"
12526,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:34:34.586717Z",113444,"/data/local-files/?d=content/content/flat_split/More%20Clover_16_1312_1358.jpg",1.499,"2024-07-17T16:34:34.586735Z"
12493,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:32:05.793125Z",113478,"/data/local-files/?d=content/content/flat_split/More%20Clover_16_582_1552.jpg",4.396,"2024-07-17T16:32:11.615925Z"
12488,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:31:45.231940Z",113484,"/data/local-files/?d=content/content/flat_split/More%20Clover_16_582_776.jpg",1.403,"2024-07-17T16:31:45.231958Z"
12480,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:31:07.394506Z",113493,"/data/local-files/?d=content/content/flat_split/More%20Clover_16_776_388.jpg",1.276,"2024-07-17T16:31:07.394525Z"
12468,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:30:35.377914Z",113506,"/data/local-files/?d=content/content/flat_split/More%20Clover_16_970_776.jpg",1.223,"2024-07-17T16:30:35.377932Z"
12461,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T16:30:00.505481Z",113514,"/data/local-files/?d=content/content/flat_split/More%20Clover_17_0_194.jpg",1.115,"2024-07-17T16:30:00.505499Z"
12421,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T15:54:15.334841Z",113558,"/data/local-files/?d=content/content/flat_split/More%20Clover_17_388_194.jpg",6.136,"2024-07-17T15:54:15.334858Z"
12408,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T15:53:10.367251Z",113571,"/data/local-files/?d=content/content/flat_split/More%20Clover_17_582_582.jpg",5.169,"2024-07-17T15:53:10.367269Z"
12312,"5","Grass","2024-07-17T15:45:54.822821Z",113625,"/data/local-files/?d=content/content/flat_split/More%20Clover_18_1312_388.jpg",10.093,"2024-07-17T15:45:54.822840Z"
12300,"5","Grass","2024-07-17T15:45:30.768984Z",113629,"/data/local-files/?d=content/content/flat_split/More%20Clover_18_194_0.jpg",3.237,"2024-07-17T15:45:30.769002Z"
12167,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T15:37:19.760600Z",113676,"/data/local-files/?d=content/content/flat_split/More%20Clover_18_970_1552.jpg",1.917,"2024-07-17T15:37:19.760618Z"
11921,"5","Grass","2024-07-17T15:22:12.721593Z",113715,"/data/local-files/?d=content/content/flat_split/More%20Clover_19_1312_776.jpg",5.467,"2024-07-17T15:22:12.721612Z"
11898,"5","Grass","2024-07-17T15:21:07.585743Z",113723,"/data/local-files/?d=content/content/flat_split/More%20Clover_19_194_194.jpg",24.517,"2024-07-17T15:21:07.585761Z"
11872,"5","Grass","2024-07-17T15:19:25.514399Z",113729,"/data/local-files/?d=content/content/flat_split/More%20Clover_19_388_1164.jpg",16.517,"2024-07-17T15:19:25.514416Z"
11829,"5","Grass","2024-07-17T15:17:19.652546Z",113735,"/data/local-files/?d=content/content/flat_split/More%20Clover_19_388_388.jpg",24.441,"2024-07-17T15:17:19.652563Z"
11702,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T15:12:00.694036Z",113774,"/data/local-files/?d=content/content/flat_split/More%20Clover_1_0_1358.jpg",4.427,"2024-07-17T15:12:00.694064Z"
11692,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T15:11:16.168551Z",113784,"/data/local-files/?d=content/content/flat_split/More%20Clover_1_1164_1164.jpg",2.542,"2024-07-17T15:11:16.168569Z"
11688,"5","Grass","2024-07-17T15:10:51.694936Z",113788,"/data/local-files/?d=content/content/flat_split/More%20Clover_1_1164_1824.jpg",6.103,"2024-07-17T15:10:51.694956Z"
11649,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T15:06:36.514853Z",113827,"/data/local-files/?d=content/content/flat_split/More%20Clover_1_582_0.jpg",4.81,"2024-07-17T15:06:36.514871Z"
11645,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T15:06:17.863074Z",113831,"/data/local-files/?d=content/content/flat_split/More%20Clover_1_582_1746.jpg",1.404,"2024-07-17T15:06:17.863093Z"
11635,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T15:05:26.446110Z",113841,"/data/local-files/?d=content/content/flat_split/More%20Clover_1_776_1552.jpg",13.892,"2024-07-17T15:05:26.446129Z"
11596,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T15:00:53.433027Z",113881,"/data/local-files/?d=content/content/flat_split/More%20Clover_20_1164_970.jpg",2.385,"2024-07-17T15:00:53.433047Z"
11592,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T14:59:49.020483Z",113885,"/data/local-files/?d=content/content/flat_split/More%20Clover_20_1312_1552.jpg",4.688,"2024-07-17T14:59:49.020502Z"
11571,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T14:58:03.798041Z",113906,"/data/local-files/?d=content/content/flat_split/More%20Clover_20_388_1358.jpg",1.909,"2024-07-17T14:58:03.798059Z"
11568,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T14:57:54.678724Z",113909,"/data/local-files/?d=content/content/flat_split/More%20Clover_20_388_1824.jpg",1.933,"2024-07-17T14:57:54.678742Z"
11565,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T14:57:44.303130Z",113912,"/data/local-files/?d=content/content/flat_split/More%20Clover_20_388_582.jpg",2.703,"2024-07-17T14:57:44.303156Z"
11559,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T14:57:19.402386Z",113918,"/data/local-files/?d=content/content/flat_split/More%20Clover_20_582_1552.jpg",1.258,"2024-07-17T14:57:19.402404Z"
11552,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T14:57:03.089014Z",113925,"/data/local-files/?d=content/content/flat_split/More%20Clover_20_582_970.jpg",3.853,"2024-07-17T14:57:03.089034Z"
11542,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T14:56:13.796080Z",113935,"/data/local-files/?d=content/content/flat_split/More%20Clover_20_776_776.jpg",1.308,"2024-07-17T14:56:13.796097Z"
11535,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T14:55:37.846050Z",113942,"/data/local-files/?d=content/content/flat_split/More%20Clover_20_970_1824.jpg",5.218,"2024-07-17T14:55:37.846069Z"
11483,"11","{""choices"":[""Clover"",""Grass""]}","2024-07-17T14:07:37.994094Z",113944,"/data/local-files/?d=content/content/flat_split/More%20Clover_20_970_388.jpg",7.212,"2024-07-17T14:07:37.994113Z"
11480,"11","{""choices"":[""Clover"",""Grass""]}","2024-07-17T14:07:22.991495Z",113947,"/data/local-files/?d=content/content/flat_split/More%20Clover_20_970_970.jpg",3.24,"2024-07-17T14:07:22.991513Z"
11465,"11","Grass","2024-07-17T14:06:21.077232Z",113956,"/data/local-files/?d=content/content/flat_split/More%20Clover_2_0_582.jpg",1.308,"2024-07-17T14:06:21.077252Z"
11416,"11","Grass","2024-07-17T14:04:43.606358Z",113985,"/data/local-files/?d=content/content/flat_split/More%20Clover_2_194_1746.jpg",2.187,"2024-07-17T14:04:43.606376Z"
11354,"11","Clover","2024-07-17T14:02:25.691122Z",114016,"/data/local-files/?d=content/content/flat_split/More%20Clover_2_776_1358.jpg",4.303,"2024-07-17T14:02:25.691140Z"
11285,"11","Clover","2024-07-17T13:59:51.759251Z",114045,"/data/local-files/?d=content/content/flat_split/More%20Clover_3_0_776.jpg",2.97,"2024-07-17T13:59:51.759267Z"
11263,"11","Grass","2024-07-17T13:59:16.596944Z",114057,"/data/local-files/?d=content/content/flat_split/More%20Clover_3_1164_970.jpg",1.573,"2024-07-17T13:59:16.596963Z"
11255,"11","Grass","2024-07-17T13:59:04.610582Z",114061,"/data/local-files/?d=content/content/flat_split/More%20Clover_3_1312_1552.jpg",1.549,"2024-07-17T13:59:04.610601Z"
11153,"11","{""choices"":[""Clover"",""Grass""]}","2024-07-17T13:56:33.625771Z",114097,"/data/local-files/?d=content/content/flat_split/More%20Clover_3_582_194.jpg",2.75,"2024-07-17T13:56:33.625824Z"
11151,"11","{""choices"":[""Clover"",""Grass""]}","2024-07-17T13:56:29.903420Z",114098,"/data/local-files/?d=content/content/flat_split/More%20Clover_3_582_388.jpg",3.803,"2024-07-17T13:56:29.903439Z"
11104,"11","{""choices"":[""Clover"",""Grass""]}","2024-07-17T13:55:30.433479Z",114116,"/data/local-files/?d=content/content/flat_split/More%20Clover_3_970_1552.jpg",1.962,"2024-07-17T13:55:30.433503Z"
11088,"11","{""choices"":[""Clover"",""Grass""]}","2024-07-17T13:55:15.253153Z",114122,"/data/local-files/?d=content/content/flat_split/More%20Clover_3_970_776.jpg",2.701,"2024-07-17T13:55:15.253172Z"
11056,"11","Clover","2024-07-17T13:54:30.747488Z",114132,"/data/local-files/?d=content/content/flat_split/More%20Clover_4_0_582.jpg",3.313,"2024-07-17T13:54:30.747505Z"
10996,"11","Grass","2024-07-17T13:52:59.001519Z",114151,"/data/local-files/?d=content/content/flat_split/More%20Clover_4_1312_1824.jpg",3.194,"2024-07-17T13:52:59.001537Z"
10986,"11","Grass","2024-07-17T13:52:48.245953Z",114154,"/data/local-files/?d=content/content/flat_split/More%20Clover_4_1312_582.jpg",2.177,"2024-07-17T13:52:48.245971Z"
10888,"11","{""choices"":[""Clover"",""Grass""]}","2024-07-17T13:50:25.146736Z",114179,"/data/local-files/?d=content/content/flat_split/More%20Clover_4_582_0.jpg",4.743,"2024-07-17T13:50:25.146755Z"
10851,"11","Clover","2024-07-17T13:49:33.689397Z",114191,"/data/local-files/?d=content/content/flat_split/More%20Clover_4_776_1164.jpg",4.24,"2024-07-17T13:49:33.689416Z"
10819,"11","Clover","2024-07-17T13:48:48.365397Z",114199,"/data/local-files/?d=content/content/flat_split/More%20Clover_4_776_776.jpg",1.379,"2024-07-17T13:48:48.365416Z"
10798,"11","Grass","2024-07-17T13:48:22.265240Z",114208,"/data/local-files/?d=content/content/flat_split/More%20Clover_4_970_388.jpg",5.418,"2024-07-17T13:48:22.265259Z"
10753,"11","Grass","2024-07-17T13:47:06.723777Z",114224,"/data/local-files/?d=content/content/flat_split/More%20Clover_5_1164_1164.jpg",1.073,"2024-07-17T13:47:06.723892Z"
10742,"11","Clover","2024-07-17T13:46:53.290946Z",114229,"/data/local-files/?d=content/content/flat_split/More%20Clover_5_1164_194.jpg",2.983,"2024-07-17T13:46:53.290965Z"
10737,"11","{""choices"":[""Clover"",""Grass""]}","2024-07-17T13:46:47.048005Z",114231,"/data/local-files/?d=content/content/flat_split/More%20Clover_5_1164_582.jpg",3.246,"2024-07-17T13:46:47.048024Z"
10726,"11","Grass","2024-07-17T13:46:32.100073Z",114237,"/data/local-files/?d=content/content/flat_split/More%20Clover_5_1312_1552.jpg",1.561,"2024-07-17T13:46:32.100093Z"
10713,"11","{""choices"":[""Clover"",""Grass""]}","2024-07-17T13:46:07.601562Z",114243,"/data/local-files/?d=content/content/flat_split/More%20Clover_5_1312_776.jpg",2.428,"2024-07-17T13:46:07.601582Z"
10692,"11","Grass","2024-07-17T13:45:37.760517Z",114252,"/data/local-files/?d=content/content/flat_split/More%20Clover_5_194_388.jpg",3.832,"2024-07-17T13:45:37.760535Z"
10652,"11","{""choices"":[""Clover"",""Grass""]}","2024-07-17T13:44:37.980541Z",114262,"/data/local-files/?d=content/content/flat_split/More%20Clover_5_388_194.jpg",3.132,"2024-07-17T13:44:37.980560Z"
10644,"11","Grass","2024-07-17T13:44:23.926067Z",114265,"/data/local-files/?d=content/content/flat_split/More%20Clover_5_388_776.jpg",2.108,"2024-07-17T13:44:23.926085Z"
10484,"11","Clover","2024-07-17T13:40:37.688570Z",114340,"/data/local-files/?d=content/content/flat_split/More%20Clover_6_194_388.jpg",1.646,"2024-07-17T13:40:37.688588Z"
8728,"9","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:36:11.216600Z",114350,"/data/local-files/?d=content/content/flat_split/More%20Clover_6_388_194.jpg",1.23,"2024-07-17T12:36:11.216630Z"
8711,"9","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:35:34.971382Z",114362,"/data/local-files/?d=content/content/flat_split/More%20Clover_6_582_388.jpg",1.577,"2024-07-17T12:35:34.971400Z"
8707,"9","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:35:27.936193Z",114365,"/data/local-files/?d=content/content/flat_split/More%20Clover_6_582_970.jpg",1.327,"2024-07-17T12:35:27.936211Z"
8568,"9","Grass","2024-07-17T12:31:58.660088Z",114429,"/data/local-files/?d=content/content/flat_split/More%20Clover_7_194_582.jpg",2.835,"2024-07-17T12:31:58.660114Z"
8518,"10","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:31:04.527571Z",114446,"/data/local-files/?d=content/content/flat_split/More%20Clover_7_582_1552.jpg",1.779,"2024-07-17T12:31:04.527589Z"
8516,"9","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:31:02.741427Z",114446,"/data/local-files/?d=content/content/flat_split/More%20Clover_7_582_1552.jpg",1.562,"2024-07-17T12:31:02.741446Z"
8515,"10","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:31:01.252167Z",114448,"/data/local-files/?d=content/content/flat_split/More%20Clover_7_582_1824.jpg",5.274,"2024-07-17T12:31:01.252195Z"
8513,"9","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:30:58.114072Z",114448,"/data/local-files/?d=content/content/flat_split/More%20Clover_7_582_1824.jpg",1.975,"2024-07-17T12:30:58.114090Z"
8502,"10","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:30:43.433155Z",114452,"/data/local-files/?d=content/content/flat_split/More%20Clover_7_582_776.jpg",2.052,"2024-07-17T12:30:43.433172Z"
8501,"9","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:30:41.947781Z",114452,"/data/local-files/?d=content/content/flat_split/More%20Clover_7_582_776.jpg",1.383,"2024-07-17T12:30:41.947816Z"
8478,"9","Grass","2024-07-17T12:29:48.215430Z",114459,"/data/local-files/?d=content/content/flat_split/More%20Clover_7_776_1824.jpg",4.117,"2024-07-17T12:29:48.215450Z"
8463,"9","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:29:25.389158Z",114466,"/data/local-files/?d=content/content/flat_split/More%20Clover_7_970_1164.jpg",1.739,"2024-07-17T12:29:25.389176Z"
8424,"9","{""choices"":[""Grass"",""Dung""]}","2024-07-17T12:28:12.053989Z",114491,"/data/local-files/?d=content/content/flat_split/More%20Clover_8_1164_1746.jpg",5.451,"2024-07-17T12:28:12.054082Z"
8416,"9","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:27:56.747824Z",114494,"/data/local-files/?d=content/content/flat_split/More%20Clover_8_1164_388.jpg",1.191,"2024-07-17T12:27:56.747843Z"
8376,"10","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:23:13.348672Z",114524,"/data/local-files/?d=content/content/flat_split/More%20Clover_8_388_1746.jpg",19.073,"2024-07-17T12:23:13.348690Z"
8372,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:23:01.462219Z",114524,"/data/local-files/?d=content/content/flat_split/More%20Clover_8_388_1746.jpg",6.598,"2024-07-17T12:23:01.462246Z"
8371,"5","Grass","2024-07-17T12:22:53.968439Z",114525,"/data/local-files/?d=content/content/flat_split/More%20Clover_8_388_1824.jpg",2.947,"2024-07-17T12:22:53.968468Z"
8370,"10","Grass","2024-07-17T12:22:53.158243Z",114525,"/data/local-files/?d=content/content/flat_split/More%20Clover_8_388_1824.jpg",2.259,"2024-07-17T12:22:53.158262Z"
8356,"10","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:22:25.556169Z",114533,"/data/local-files/?d=content/content/flat_split/More%20Clover_8_582_1358.jpg",4.997,"2024-07-17T12:22:25.556188Z"
8355,"5","Grass","2024-07-17T12:22:21.489172Z",114533,"/data/local-files/?d=content/content/flat_split/More%20Clover_8_582_1358.jpg",3.687,"2024-07-17T12:22:21.489190Z"
8352,"10","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:22:15.019353Z",114535,"/data/local-files/?d=content/content/flat_split/More%20Clover_8_582_1746.jpg",2.586,"2024-07-17T12:22:15.019373Z"
8351,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:22:12.721522Z",114535,"/data/local-files/?d=content/content/flat_split/More%20Clover_8_582_1746.jpg",1.741,"2024-07-17T12:22:12.721541Z"
8342,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:21:56.118196Z",114541,"/data/local-files/?d=content/content/flat_split/More%20Clover_8_582_970.jpg",1.383,"2024-07-17T12:21:56.118214Z"
8322,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:20:55.177059Z",114559,"/data/local-files/?d=content/content/flat_split/More%20Clover_8_970_194.jpg",8.57,"2024-07-17T12:20:55.177077Z"
8320,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:20:31.099404Z",114561,"/data/local-files/?d=content/content/flat_split/More%20Clover_8_970_582.jpg",1.3,"2024-07-17T12:20:31.099422Z"
8304,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:14:31.668069Z",114577,"/data/local-files/?d=content/content/flat_split/More%20Clover_9_1164_1358.jpg",3.224,"2024-07-17T12:14:31.668088Z"
8288,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:13:09.246812Z",114593,"/data/local-files/?d=content/content/flat_split/More%20Clover_9_1312_388.jpg",1.957,"2024-07-17T12:13:09.246830Z"
8286,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:12:45.665812Z",114595,"/data/local-files/?d=content/content/flat_split/More%20Clover_9_1312_776.jpg",6.064,"2024-07-17T12:12:45.665831Z"
8265,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:09:07.937774Z",114616,"/data/local-files/?d=content/content/flat_split/More%20Clover_9_388_582.jpg",4.685,"2024-07-17T12:09:07.937808Z"
8243,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:07:48.155150Z",114638,"/data/local-files/?d=content/content/flat_split/More%20Clover_9_776_582.jpg",1.934,"2024-07-17T12:07:48.155169Z"
8236,"5","{""choices"":[""Clover"",""Grass""]}","2024-07-17T12:07:19.015900Z",114645,"/data/local-files/?d=content/content/flat_split/More%20Clover_9_970_1746.jpg",1.457,"2024-07-17T12:07:19.015917Z"
133,"4","Grass","2024-07-11T09:58:57.493042Z",18160,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Fran_0_0_776.jpg",13.887,"2024-07-11T09:58:57.493075Z"
