,annotation_id,annotator,choice,created_at,id,image,lead_time,updated_at,labels,subset
788,3303,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-16T09:23:30.241570Z,39948,Clover_Maxwell_243_1948_0.jpg,5.964,2024-07-16T09:23:30.241589Z,"['Grass', 'Dung']",Val
789,2408,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}",2024-07-15T14:17:05.515469Z,39048,Clover_Maxwell_234_1164_388.jpg,9.735,2024-07-15T14:17:05.515487Z,"['Clover', 'Grass', 'Dung']",Train
790,15173,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T17:19:47.142060Z,19904,Bare Soil_Maxwell_22_776_0.jpg,1.966,2024-07-18T17:19:47.142079Z,"['Grass', 'Soil']",Train
791,19614,1,"{""choices"":[""Grass"",""Dung""]}",2024-07-26T17:43:29.373060Z,52681,Cow Dung_Livia_378_388_776.jpg,8.345,2024-07-26T17:43:39.842505Z,"['Grass', 'Dung']",Val
792,2003,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-13T16:44:47.634066Z,38779,Clover_Livia_231_1358_776.jpg,1.857,2024-07-13T16:44:47.634084Z,"['Clover', 'Grass']",Train
793,10482,11,Clover,2024-07-17T13:40:35.257311Z,114341,More Clover_6_194_582.jpg,1.02,2024-07-17T13:40:35.257331Z,['Clover'],Train
794,14999,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T16:49:01.100836Z,19727,Bare Soil_Maxwell_20_970_970.jpg,2.518,2024-07-18T16:49:01.100856Z,"['Grass', 'Soil']",Train
795,16325,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-22T17:11:18.583955Z,51893,Cow Dung_Livia_369_582_1358.jpg,1.696,2024-07-22T17:11:18.583974Z,"['Grass', 'Dung']",Train
796,17846,13,"{""choices"":[""Clover"",""Grass""]}",2024-07-23T16:53:46.186559Z,41830,Clover_Maxwell_263_1164_1224.jpg,2.183,2024-07-23T16:53:46.186579Z,"['Clover', 'Grass']",Train
797,16650,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-22T17:36:03.996189Z,52237,Cow Dung_Livia_373_388_1824.jpg,1.197,2024-07-22T17:36:03.996207Z,"['Grass', 'Dung']",Train
798,16125,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-22T16:54:49.055561Z,51681,Cow Dung_Livia_367_1164_970.jpg,1.637,2024-07-22T16:54:49.055579Z,"['Grass', 'Dung']",Train
799,18824,3,"{""choices"":[""Clover"",""Grass""]}",2024-07-25T16:37:41.705195Z,42091,Clover_Maxwell_265_582_970.jpg,3.366,2024-07-25T16:37:41.705226Z,"['Clover', 'Grass']",Val
800,14631,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T16:26:52.791145Z,19328,Bare Soil_Maxwell_16_776_0.jpg,1.556,2024-07-18T16:26:52.791163Z,"['Grass', 'Soil']",Train
801,15857,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-22T16:16:45.714364Z,51387,Cow Dung_Fran_363_582_965.jpg,3.175,2024-07-22T16:17:49.139968Z,"['Grass', 'Dung']",Train
802,18577,13,"{""choices"":[""Grass"",""Dung""]}",2024-07-25T14:34:45.396894Z,44646,Clover_Maxwell_292_1940_1224.jpg,5.318,2024-07-25T14:34:45.396913Z,"['Grass', 'Dung']",Val
803,11687,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T15:10:44.341753Z,113789,More Clover_1_1164_194.jpg,5.117,2024-07-17T15:10:44.341778Z,"['Clover', 'Grass']",Train
804,13952,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T11:37:51.319099Z,18968,Bare Soil_Maxwell_13_1164_0.jpg,1.41,2024-07-18T11:37:51.319120Z,"['Grass', 'Soil']",Train
805,11147,11,Clover,2024-07-17T13:56:25.412322Z,114100,More Clover_3_582_776.jpg,1.791,2024-07-17T13:56:25.412341Z,['Clover'],Train
806,16560,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-22T17:30:31.096763Z,52142,Cow Dung_Livia_372_194_776.jpg,31.146,2024-07-22T17:30:31.096782Z,"['Grass', 'Dung']",Train
807,10980,11,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T13:52:40.541325Z,114156,More Clover_4_1312_970.jpg,7.085,2024-07-17T13:52:40.541345Z,"['Clover', 'Grass']",Train
808,16424,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-22T17:19:23.720748Z,51998,Cow Dung_Livia_370_776_582.jpg,1.773,2024-07-22T17:19:23.720766Z,"['Grass', 'Dung']",Train
809,15192,5,Soil,2024-07-18T17:21:06.451583Z,19923,Bare Soil_Maxwell_23_0_194.jpg,1.361,2024-07-18T17:21:06.451601Z,['Soil'],Train
810,4829,9,"{""choices"":[""Grass"",""Dung""]}",2024-07-16T14:54:59.481460Z,41339,Clover_Maxwell_257_970_970.jpg,3.675,2024-07-16T14:54:59.481479Z,"['Grass', 'Dung']",Val
811,18161,10,"{""choices"":[""Grass"",""Soil""]}",2024-07-24T20:04:42.273518Z,20126,Bare Soil_Maxwell_25_1164_776.jpg,2.475,2024-07-24T20:04:42.273539Z,"['Grass', 'Soil']",Train
812,13848,5,Soil,2024-07-18T10:58:48.913453Z,18856,Bare Soil_Maxwell_11_970_0.jpg,2.886,2024-07-18T10:58:48.913498Z,['Soil'],Val
813,10484,11,Clover,2024-07-17T13:40:37.688570Z,114340,More Clover_6_194_388.jpg,1.646,2024-07-17T13:40:37.688588Z,['Clover'],Val
814,5061,9,"{""choices"":[""Grass"",""Dung""]}",2024-07-16T15:09:16.960478Z,49201,Clover_Maxwell_339_776_582.jpg,4.184,2024-07-16T15:09:16.960497Z,"['Grass', 'Dung']",Train
815,13628,12,"{""choices"":[""Grass"",""Dung""]}",2024-07-18T09:20:31.803262Z,57425,Cow Dung_Stev_431_1164_1358.jpg,2.815,2024-07-18T09:20:31.803280Z,"['Grass', 'Dung']",Train
816,11628,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T15:04:46.528898Z,113848,More Clover_1_776_970.jpg,2.465,2024-07-17T15:04:46.528919Z,"['Clover', 'Grass']",Val
817,11355,9,Soil,2024-07-17T14:02:27.301218Z,18749,Bare Soil_Maxwell_10_582_582.jpg,3.526,2024-07-17T14:02:27.301236Z,['Soil'],Train
818,19253,1,"{""choices"":[""Grass"",""Dung""]}",2024-07-26T17:17:43.338144Z,52294,Cow Dung_Livia_374_1164_388.jpg,2.314,2024-07-26T17:17:43.338253Z,"['Grass', 'Dung']",Train
819,15063,5,Soil,2024-07-18T16:53:43.714248Z,19792,Bare Soil_Maxwell_21_388_0.jpg,2.373,2024-07-18T16:53:43.714267Z,['Soil'],Train
820,17754,13,Soil,2024-07-23T16:38:51.218984Z,20562,Bare Soil_Maxwell_29_388_1224.jpg,2.953,2024-07-23T16:38:51.219003Z,['Soil'],Val
821,11191,9,"{""choices"":[""Grass"",""Soil""]}",2024-07-17T13:57:27.213501Z,20182,Bare Soil_Maxwell_25_388_776.jpg,4.748,2024-07-17T13:57:27.213521Z,"['Grass', 'Soil']",Train
822,2433,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-15T14:51:44.287003Z,39073,Clover_Maxwell_234_1746_582.jpg,4.453,2024-07-15T14:51:44.287021Z,"['Grass', 'Dung']",Val
823,11670,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T15:08:36.568919Z,113806,More Clover_1_194_1164.jpg,4.289,2024-07-17T15:08:36.568938Z,"['Clover', 'Grass']",Train
824,13381,5,Soil,2024-07-17T18:09:44.526975Z,18740,Bare Soil_Maxwell_10_388_388.jpg,1.626,2024-07-17T18:09:44.526993Z,['Soil'],Train
825,12736,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T16:48:43.827562Z,113224,More Clover_13_776_1358.jpg,1.2,2024-07-17T16:48:43.827580Z,"['Clover', 'Grass']",Val
826,14239,13,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T15:05:16.701434Z,60098,Dock Leaves_Leon_462_194_776.jpg,7.987,2024-07-18T15:05:16.701453Z,"['Grass', 'Soil']",Val
827,18277,10,"{""choices"":[""Clover"",""Grass""]}",2024-07-24T20:13:06.700821Z,42073,Clover_Maxwell_265_194_582.jpg,2.416,2024-07-24T20:13:06.701163Z,"['Clover', 'Grass']",Train
828,16134,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-22T16:55:23.166040Z,51691,Cow Dung_Livia_367_1312_776.jpg,2.903,2024-07-22T16:55:23.166062Z,"['Grass', 'Dung']",Train
829,949,1,"{""choices"":[""Clover"",""Grass""]}",2024-07-11T15:32:59.298740Z,38133,Clover_Leon_224_0_194.jpg,2.368,2024-07-11T15:32:59.298770Z,"['Clover', 'Grass']",Train
830,13955,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T11:37:59.000193Z,18971,Bare Soil_Maxwell_13_1164_194.jpg,1.608,2024-07-18T11:37:59.000213Z,"['Grass', 'Soil']",Val
831,6721,11,Soil,2024-07-16T19:46:32.439605Z,21526,Bare Soil_Maxwell_7_388_776.jpg,3.885,2024-07-16T19:46:32.439625Z,['Soil'],Train
832,8753,13,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T12:36:59.098735Z,50751,Clover_Stev_356_194_1358.jpg,4.503,2024-07-17T12:36:59.098761Z,"['Clover', 'Grass']",Val
833,434,4,"{""choices"":[""Grass"",""Soil""]}",2024-07-11T10:17:59.431249Z,18250,Bare Soil_Fran_1_1164_776.jpg,3.336,2024-07-11T10:17:59.431290Z,"['Grass', 'Soil']",Train
834,10575,11,Clover,2024-07-17T13:42:44.111549Z,114287,More Clover_5_776_776.jpg,4.59,2024-07-17T13:42:44.111601Z,['Clover'],Train
835,16658,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-22T17:36:28.830142Z,52245,Cow Dung_Livia_373_582_1358.jpg,1.179,2024-07-22T17:36:28.830165Z,"['Grass', 'Dung']",Train
836,18770,13,"{""choices"":[""Grass"",""Dung""]}",2024-07-25T14:46:31.898744Z,112356,Unclassified_Maxwell_995_1746_0.jpg,6.549,2024-07-25T14:46:31.898762Z,"['Grass', 'Dung']",Train
837,13313,5,"{""choices"":[""Grass"",""Dung"",""Soil""]}",2024-07-17T18:06:32.648000Z,18669,Bare Soil_Livia_5_970_582.jpg,6.526,2024-07-17T18:06:32.648020Z,"['Grass', 'Dung', 'Soil']",Train
838,12051,12,Soil,2024-07-17T15:32:01.166402Z,23171,Bare Soil_Stev_54_1164_582.jpg,7.566,2024-07-17T15:32:01.166420Z,['Soil'],Train
839,15862,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-22T16:16:58.776307Z,51392,Cow Dung_Fran_363_776_776.jpg,4.777,2024-07-22T16:18:07.823691Z,"['Grass', 'Dung']",Train
840,13344,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-17T18:08:10.816166Z,18701,Bare Soil_Maxwell_10_1552_582.jpg,1.42,2024-07-17T18:08:10.816184Z,"['Grass', 'Soil']",Train
841,13587,12,"{""choices"":[""Grass"",""Dung""]}",2024-07-18T09:03:40.153889Z,57621,Cow Dung_Stev_433_194_0.jpg,2.37,2024-07-18T09:03:40.153907Z,"['Grass', 'Dung']",Val
842,13829,5,Soil,2024-07-18T10:50:36.103954Z,18837,Bare Soil_Maxwell_11_388_582.jpg,4.116,2024-07-18T10:50:36.103974Z,['Soil'],Train
843,13786,5,Soil,2024-07-18T10:47:18.899581Z,18791,Bare Soil_Maxwell_11_1358_970.jpg,2.061,2024-07-18T10:47:18.899600Z,['Soil'],Train
844,9265,9,"{""choices"":[""Grass"",""Soil""]}",2024-07-17T12:48:01.052465Z,20547,Bare Soil_Maxwell_29_1948_194.jpg,4.402,2024-07-17T12:48:01.052484Z,"['Grass', 'Soil']",Train
845,13974,5,Soil,2024-07-18T13:14:38.077136Z,18990,Bare Soil_Maxwell_13_1552_776.jpg,1.056,2024-07-18T13:14:38.077155Z,['Soil'],Train
846,9411,9,"{""choices"":[""Grass"",""Dung""]}",2024-07-17T12:52:07.821585Z,99995,Sheep Wool_Leon_911_1164_970.jpg,3.541,2024-07-17T12:52:07.821604Z,"['Grass', 'Dung']",Train
847,11900,12,"{""choices"":[""Grass"",""Dung""]}",2024-07-17T15:21:20.451598Z,36689,Buttercup_Stev_218_776_388.jpg,3.926,2024-07-17T15:21:20.451615Z,"['Grass', 'Dung']",Train
848,10807,9,"{""choices"":[""Grass"",""Dung""]}",2024-07-17T13:48:33.368028Z,23114,Bare Soil_Stev_53_388_194.jpg,3.76,2024-07-17T13:48:33.368047Z,"['Grass', 'Dung']",Train
849,10639,11,Clover,2024-07-17T13:44:16.568446Z,114267,More Clover_5_582_0.jpg,1.356,2024-07-17T13:44:16.568466Z,['Clover'],Train
850,13487,12,Clover,2024-07-18T08:55:54.890605Z,112842,More Clover_0_194_1824.jpg,1.511,2024-07-18T08:55:54.890624Z,['Clover'],Train
851,13073,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T17:49:36.671724Z,112886,More Clover_0_970_1824.jpg,1.564,2024-07-17T17:49:36.671742Z,"['Clover', 'Grass']",Val
852,363,4,"{""choices"":[""Grass"",""Soil""]}",2024-07-11T10:14:38.518648Z,18221,Bare Soil_Fran_0_388_965.jpg,4.318,2024-07-11T10:14:38.518677Z,"['Grass', 'Soil']",Train
853,9040,10,"{""choices"":[""Clover"",""Grass"",""Dung""]}",2024-07-17T12:43:13.374699Z,41531,Clover_Maxwell_259_970_970.jpg,3.13,2024-07-17T12:43:13.374718Z,"['Clover', 'Grass', 'Dung']",Train
854,19058,3,"{""choices"":[""Grass"",""Soil""]}",2024-07-25T16:53:51.839837Z,20248,Bare Soil_Maxwell_26_1940_0.jpg,1.506,2024-07-25T16:53:51.839857Z,"['Grass', 'Soil']",Train
855,12762,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T16:50:07.391510Z,113198,More Clover_13_194_776.jpg,2.096,2024-07-17T16:50:07.391529Z,"['Clover', 'Grass']",Train
856,8293,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T12:13:37.550249Z,114588,More Clover_9_1312_1358.jpg,9.503,2024-07-17T12:13:37.550267Z,"['Clover', 'Grass']",Train
857,14111,5,Soil,2024-07-18T14:17:13.704414Z,19135,Bare Soil_Maxwell_14_582_970.jpg,1.488,2024-07-18T14:17:13.704434Z,['Soil'],Val
858,1015,1,"{""choices"":[""Clover"",""Grass""]}",2024-07-11T15:37:24.059364Z,38199,Clover_Leon_224_776_1164.jpg,2.907,2024-07-11T15:37:24.059396Z,"['Clover', 'Grass']",Val
859,14561,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T16:22:13.627342Z,19249,Bare Soil_Maxwell_16_0_1164.jpg,1.465,2024-07-18T16:22:13.627362Z,"['Grass', 'Soil']",Train
860,13836,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T10:51:08.593315Z,18844,Bare Soil_Maxwell_11_582_388.jpg,2.223,2024-07-18T10:51:08.593334Z,"['Grass', 'Soil']",Train
861,7733,9,"{""choices"":[""Grass"",""Dung""]}",2024-07-17T11:04:32.446890Z,52758,Cow Dung_Livia_379_194_776.jpg,3.046,2024-07-17T11:04:32.446906Z,"['Grass', 'Dung']",Train
862,11809,12,Soil,2024-07-17T15:16:31.460351Z,23704,Bare Soil_Stev_60_1312_1358.jpg,2.883,2024-07-17T15:16:31.460365Z,['Soil'],Train
863,5024,9,"{""choices"":[""Clover"",""Grass""]}",2024-07-16T15:07:53.511049Z,102289,Thistle_Stev_948_776_1164.jpg,1.963,2024-07-16T15:07:53.511070Z,"['Clover', 'Grass']",Train
864,5295,3,"{""choices"":[""Clover"",""Grass""]}",2024-07-16T16:50:41.774920Z,40177,Clover_Maxwell_245_776_582.jpg,1.64,2024-07-16T16:50:41.774938Z,"['Clover', 'Grass']",Train
865,14019,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T13:17:05.320711Z,19038,Bare Soil_Maxwell_13_582_776.jpg,1.358,2024-07-18T13:17:05.320731Z,"['Grass', 'Soil']",Train
866,14584,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T16:24:02.335553Z,19276,Bare Soil_Maxwell_16_1552_388.jpg,3.141,2024-07-18T16:24:02.335571Z,"['Grass', 'Soil']",Val
867,10816,11,Clover,2024-07-17T13:48:46.120688Z,114200,More Clover_4_776_970.jpg,1.723,2024-07-17T13:48:46.120707Z,['Clover'],Train
868,15110,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-18T16:57:00.255773Z,19839,Bare Soil_Maxwell_22_1164_970.jpg,5.702,2024-07-18T16:57:00.255822Z,"['Grass', 'Dung']",Train
869,19331,1,"{""choices"":[""Grass"",""Dung""]}",2024-07-26T17:26:13.399766Z,52378,Cow Dung_Livia_375_1164_1552.jpg,2.239,2024-07-26T17:26:13.399802Z,"['Grass', 'Dung']",Train
870,849,1,"{""choices"":[""Grass"",""Dung""]}",2024-07-11T15:20:56.183387Z,18491,Bare Soil_Livia_3_970_194.jpg,6.659,2024-07-11T15:20:56.183418Z,"['Grass', 'Dung']",Val
871,3148,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-15T19:53:55.448892Z,39793,Clover_Maxwell_241_776_582.jpg,8.151,2024-07-15T19:53:55.448911Z,"['Grass', 'Dung']",Train
872,7005,11,Soil,2024-07-17T08:44:51.827036Z,96002,Sheep Wool_Leon_865_582_776.jpg,6.808,2024-07-17T08:44:51.827055Z,['Soil'],Train
873,13978,5,Soil,2024-07-18T13:14:47.161057Z,18994,Bare Soil_Maxwell_13_1746_1224.jpg,1.019,2024-07-18T13:14:47.161076Z,['Soil'],Train
874,18984,3,"{""choices"":[""Dung"",""Soil""]}",2024-07-25T16:49:11.268893Z,20170,Bare Soil_Maxwell_25_194_1224.jpg,3.35,2024-07-25T16:49:11.268911Z,"['Dung', 'Soil']",Val
875,5853,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-16T17:41:34.242263Z,40633,Clover_Maxwell_250_194_582.jpg,5.657,2024-07-16T17:41:34.242281Z,"['Grass', 'Dung']",Train
876,5997,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-16T17:56:09.021930Z,40780,Clover_Maxwell_252_1358_0.jpg,5.225,2024-07-16T17:56:09.021949Z,"['Clover', 'Grass']",Train
877,18593,13,"{""choices"":[""Grass"",""Dung""]}",2024-07-25T14:36:40.709660Z,54980,Cow Dung_Livia_404_582_776.jpg,9.059,2024-07-25T14:36:40.709679Z,"['Grass', 'Dung']",Train
878,15596,11,"{""choices"":[""Grass"",""Dung""]}",2024-07-19T14:30:12.628169Z,57009,Cow Dung_Stev_426_194_1746.jpg,1.842,2024-07-19T14:30:12.628188Z,"['Grass', 'Dung']",Train
879,2474,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}",2024-07-15T14:56:36.742965Z,39114,Clover_Maxwell_234_582_776.jpg,4.956,2024-07-15T14:56:36.742983Z,"['Clover', 'Grass', 'Dung']",Val
880,7364,10,"{""choices"":[""Grass"",""Dung""]}",2024-07-17T10:39:48.870614Z,57515,Cow Dung_Stev_432_1164_1746.jpg,1.723,2024-07-17T10:39:48.870634Z,"['Grass', 'Dung']",Train
881,4514,9,"{""choices"":[""Grass"",""Dung""]}",2024-07-16T14:02:17.361154Z,53703,Cow Dung_Livia_390_1164_582.jpg,7.016,2024-07-16T14:02:17.361173Z,"['Grass', 'Dung']",Train
882,2382,4,"{""choices"":[""Clover"",""Grass""]}",2024-07-15T12:24:59.237598Z,38328,Clover_Leon_226_1358_776.jpg,3.255,2024-07-15T12:24:59.237617Z,"['Clover', 'Grass']",Train
883,19438,1,"{""choices"":[""Grass"",""Dung""]}",2024-07-26T17:31:25.059902Z,52494,Cow Dung_Livia_376_194_776.jpg,1.608,2024-07-26T17:31:25.059921Z,"['Grass', 'Dung']",Val
884,9998,9,"{""choices"":[""Grass"",""Dung""]}",2024-07-17T13:08:49.268177Z,65171,Dock Leaves_Leon_520_1358_970.jpg,2.947,2024-07-17T13:08:49.268195Z,"['Grass', 'Dung']",Val
885,13641,12,"{""choices"":[""Grass"",""Dung""]}",2024-07-18T09:21:57.389076Z,57356,Cow Dung_Stev_430_1312_970.jpg,2.58,2024-07-18T09:21:57.389096Z,"['Grass', 'Dung']",Train
886,2720,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}",2024-07-15T17:14:49.470616Z,39360,Clover_Maxwell_237_1746_388.jpg,3.834,2024-07-15T17:14:49.470634Z,"['Clover', 'Grass', 'Dung']",Train
887,5143,3,"{""choices"":[""Clover"",""Grass""]}",2024-07-16T16:04:25.624230Z,40035,Clover_Maxwell_244_1746_970.jpg,5.182,2024-07-16T16:04:25.624250Z,"['Clover', 'Grass']",Train
888,9594,9,Soil,2024-07-17T12:56:33.410603Z,18818,Bare Soil_Maxwell_11_1948_1224.jpg,3.885,2024-07-17T12:56:33.410622Z,['Soil'],Train
889,8470,10,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T12:29:34.671550Z,41425,Clover_Maxwell_258_776_582.jpg,2.686,2024-07-17T12:29:34.671570Z,"['Clover', 'Grass']",Val
890,19266,1,"{""choices"":[""Grass"",""Dung""]}",2024-07-26T17:18:27.335802Z,52307,Cow Dung_Livia_374_1312_776.jpg,1.578,2024-07-26T17:18:27.335821Z,"['Grass', 'Dung']",Train
891,18970,3,"{""choices"":[""Grass"",""Soil""]}",2024-07-25T16:48:16.152185Z,20155,Bare Soil_Maxwell_25_1940_194.jpg,4.443,2024-07-25T16:48:16.152203Z,"['Grass', 'Soil']",Train
892,12587,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T16:38:35.150743Z,113381,More Clover_15_388_1824.jpg,1.378,2024-07-17T16:38:35.150762Z,"['Clover', 'Grass']",Train
893,13877,5,Soil,2024-07-18T11:00:53.322781Z,18887,Bare Soil_Maxwell_12_1358_970.jpg,1.697,2024-07-18T11:00:53.322843Z,['Soil'],Train
894,10540,11,Clover,2024-07-17T13:41:45.962826Z,114309,More Clover_6_0_776.jpg,1.272,2024-07-17T13:41:45.962845Z,['Clover'],Train
895,19563,1,"{""choices"":[""Grass"",""Dung""]}",2024-07-26T17:38:41.723717Z,52626,Cow Dung_Livia_377_970_776.jpg,1.663,2024-07-26T17:38:41.723735Z,"['Grass', 'Dung']",Train
896,11733,12,"{""choices"":[""Grass"",""Dung""]}",2024-07-17T15:13:30.609329Z,89754,Sheep Dung_Livia_794_388_194.jpg,4.995,2024-07-17T15:13:30.609350Z,"['Grass', 'Dung']",Train
897,4023,10,Clover,2024-07-16T12:15:34.793088Z,87232,OV3XXX_1_776_0.jpg,3.635,2024-07-16T12:15:34.793107Z,['Clover'],Val
898,9434,9,Soil,2024-07-17T12:52:36.926690Z,49430,Clover_Maxwell_342_1552_1224.jpg,3.693,2024-07-17T12:52:36.926718Z,['Soil'],Train
899,15351,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T17:32:26.723934Z,20091,Bare Soil_Maxwell_24_582_194.jpg,2.667,2024-07-18T17:32:26.723953Z,"['Grass', 'Soil']",Train
900,7961,12,"{""choices"":[""Grass"",""Soil""]}",2024-07-17T11:10:43.766045Z,21029,Bare Soil_Maxwell_34_1948_582.jpg,4.693,2024-07-17T11:10:43.766064Z,"['Grass', 'Soil']",Train
901,12682,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T16:45:31.741236Z,113278,More Clover_14_194_1164.jpg,4.413,2024-07-17T16:45:31.741255Z,"['Clover', 'Grass']",Train
902,11791,12,"{""choices"":[""Grass"",""Dung""]}",2024-07-17T15:15:45.383743Z,55233,Cow Dung_Livia_407_388_776.jpg,2.417,2024-07-17T15:15:45.383761Z,"['Grass', 'Dung']",Val
903,2466,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-15T14:55:12.257593Z,39106,Clover_Maxwell_234_388_776.jpg,5.073,2024-07-15T14:55:12.257612Z,"['Grass', 'Dung']",Train
904,16144,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-22T16:56:02.142714Z,51701,Cow Dung_Livia_367_194_582.jpg,1.48,2024-07-22T16:56:02.142734Z,"['Grass', 'Dung']",Train
905,15080,5,Soil,2024-07-18T16:54:34.536702Z,19809,Bare Soil_Maxwell_21_776_1164.jpg,1.083,2024-07-18T16:54:34.536720Z,['Soil'],Train
906,16178,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-22T17:01:45.480051Z,51739,Cow Dung_Livia_367_970_1358.jpg,1.308,2024-07-22T17:01:45.480069Z,"['Grass', 'Dung']",Train
907,8268,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T12:09:18.940466Z,114613,More Clover_9_388_1824.jpg,2.428,2024-07-17T12:09:18.940483Z,"['Clover', 'Grass']",Train
908,5992,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-16T17:55:42.138101Z,40775,Clover_Maxwell_252_1164_194.jpg,5.831,2024-07-16T17:55:42.138122Z,"['Clover', 'Grass']",Train
909,1383,3,"{""choices"":[""Clover"",""Grass""]}",2024-07-12T13:46:57.035861Z,38238,Clover_Leon_225_1358_388.jpg,1.09,2024-07-12T13:46:57.035910Z,"['Clover', 'Grass']",Train
910,10131,13,"{""choices"":[""Grass"",""Dung""]}",2024-07-17T13:17:49.141617Z,77225,Mostly Grass_Fran_656_388_194.jpg,4.898,2024-07-17T13:17:49.141636Z,"['Grass', 'Dung']",Val
911,13554,12,Clover,2024-07-18T09:00:33.685707Z,87147,OV3XXX_0_776_194.jpg,3.507,2024-07-18T09:00:33.685725Z,['Clover'],Val
912,6400,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-16T19:28:57.908198Z,41089,Clover_Maxwell_255_1746_582.jpg,4.284,2024-07-16T19:28:57.908225Z,"['Clover', 'Grass']",Train
913,7555,12,"{""choices"":[""Grass"",""Soil""]}",2024-07-17T10:59:35.337705Z,80426,Mostly Grass_Leon_694_1824_1312.jpg,6.65,2024-07-17T10:59:35.337721Z,"['Grass', 'Soil']",Train
914,976,1,"{""choices"":[""Clover"",""Grass"",""Soil""]}",2024-07-11T15:34:47.898219Z,38160,Clover_Leon_224_1379_1358.jpg,2.363,2024-07-11T15:34:47.898249Z,"['Clover', 'Grass', 'Soil']",Train
915,13202,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-17T18:00:44.254704Z,18554,Bare Soil_Livia_4_582_1552.jpg,20.919,2024-07-17T18:00:44.254722Z,"['Grass', 'Dung']",Val
916,3588,9,"{""choices"":[""Grass"",""Dung"",""Soil""]}",2024-07-16T10:46:44.429038Z,95982,Sheep Wool_Leon_865_194_1312.jpg,9.291,2024-07-16T10:46:44.429056Z,"['Grass', 'Dung', 'Soil']",Train
917,14205,5,"{""choices"":[""Clover"",""Grass"",""Soil""]}",2024-07-18T14:23:50.047228Z,19233,Bare Soil_Maxwell_15_776_1164.jpg,3.687,2024-07-18T14:23:50.047246Z,"['Clover', 'Grass', 'Soil']",Val
918,6178,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-16T19:11:45.650378Z,40926,Clover_Maxwell_253_388_1224.jpg,7.462,2024-07-16T19:11:45.650395Z,"['Grass', 'Soil']",Train
919,13305,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-17T18:05:34.455760Z,18661,Bare Soil_Livia_5_776_582.jpg,4.992,2024-07-17T18:05:34.455777Z,"['Grass', 'Dung']",Train
920,9788,13,Soil,2024-07-17T13:01:07.151557Z,20046,Bare Soil_Maxwell_24_1552_776.jpg,3.009,2024-07-17T13:01:07.151576Z,['Soil'],Train
921,14982,5,"{""choices"":[""Grass"",""Dung"",""Soil""]}",2024-07-18T16:47:39.605076Z,19710,Bare Soil_Maxwell_20_582_776.jpg,4.435,2024-07-18T16:47:39.605092Z,"['Grass', 'Dung', 'Soil']",Train
