"","annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at","labels","choiceCom","split","argAmount","argType","argPar1","argPar2","argPerformed","argImageName"
11095,18593,13,"{""choices"":[""Grass"",""Dung""]}","2024-07-25T14:36:40.709660Z",54980,"Cow Dung_Livia_404_582_776.jpg",9.059,"2024-07-25T14:36:40.709679Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Livia_404_582_776.jpg"
11097,9988,13,"{""choices"":[""Grass"",""Dung""]}","2024-07-17T13:08:33.609378Z",54992,"Cow Dung_Livia_404_776_970.jpg",3.514,"2024-07-17T13:08:33.609395Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Livia_404_776_970.jpg"
11099,11880,12,"{""choices"":[""Grass"",""Dung""]}","2024-07-17T15:19:44.796236Z",55015,"Cow Dung_Livia_405_1164_0.jpg",1.928,"2024-07-17T15:19:44.796254Z","['Grass', 'Dung']","Grass, Dung","Val",1,"None",NA,NA,TRUE,"Cow Dung_Livia_405_1164_0.jpg"
11102,6362,11,"Dung","2024-07-16T19:26:13.100102Z",55061,"Cow Dung_Livia_405_582_1358.jpg",3.782,"2024-07-16T19:26:13.100121Z","['Dung']","Dung","Train",17,"None",NA,NA,TRUE,"Cow Dung_Livia_405_582_1358.jpg"
11104,14268,13,"Dung","2024-07-18T15:11:47.394355Z",55087,"Cow Dung_Livia_405_970_194.jpg",4.335,"2024-07-18T15:11:47.394371Z","['Dung']","Dung","Train",17,"None",NA,NA,TRUE,"Cow Dung_Livia_405_970_194.jpg"
11111,11791,12,"{""choices"":[""Grass"",""Dung""]}","2024-07-17T15:15:45.383743Z",55233,"Cow Dung_Livia_407_388_776.jpg",2.417,"2024-07-17T15:15:45.383761Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Livia_407_388_776.jpg"
11119,6117,12,"{""choices"":[""Grass"",""Dung""]}","2024-07-16T19:03:02.012251Z",55430,"Cow Dung_Stev_409_776_582.jpg",5.325,"2024-07-16T19:03:02.012270Z","['Grass', 'Dung']","Grass, Dung","Val",1,"None",NA,NA,TRUE,"Cow Dung_Stev_409_776_582.jpg"
11130,20910,9,"{""choices"":[""Clover"",""Grass""]}","2024-07-29T14:07:29.945537Z",55596,"Cow Dung_Stev_411_388_0.jpg",5.238,"2024-07-29T14:07:40.599577Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_411_388_0.jpg"
11133,20907,9,"{""choices"":[""Clover"",""Grass""]}","2024-07-29T14:07:17.807141Z",55599,"Cow Dung_Stev_411_388_194.jpg",1.636,"2024-07-29T14:07:17.807159Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_411_388_194.jpg"
11138,20903,9,"{""choices"":[""Clover"",""Grass""]}","2024-07-29T14:07:01.022062Z",55604,"Cow Dung_Stev_411_582_0.jpg",1.643,"2024-07-29T14:07:01.022083Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_411_582_0.jpg"
11141,20900,9,"{""choices"":[""Clover"",""Grass""]}","2024-07-29T14:06:48.181912Z",55607,"Cow Dung_Stev_411_582_194.jpg",2.021,"2024-07-29T14:06:48.181930Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_411_582_194.jpg"
11142,20899,9,"{""choices"":[""Clover"",""Grass""]}","2024-07-29T14:06:43.702262Z",55608,"Cow Dung_Stev_411_582_388.jpg",1.451,"2024-07-29T14:06:43.702281Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_411_582_388.jpg"
11143,20898,9,"{""choices"":[""Clover"",""Grass""]}","2024-07-29T14:06:39.783002Z",55609,"Cow Dung_Stev_411_582_582.jpg",1.911,"2024-07-29T14:06:39.783022Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_411_582_582.jpg"
11144,7996,9,"{""choices"":[""Clover"",""Grass""]}","2024-07-17T11:11:44.814092Z",55610,"Cow Dung_Stev_411_582_776.jpg",2.655,"2024-07-17T11:11:44.814109Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_411_582_776.jpg"
11145,20897,9,"{""choices"":[""Clover"",""Grass""]}","2024-07-29T14:06:35.306195Z",55611,"Cow Dung_Stev_411_582_970.jpg",1.635,"2024-07-29T14:06:35.306213Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_411_582_970.jpg"
11151,20891,9,"{""choices"":[""Clover"",""Grass""]}","2024-07-29T14:06:12.952971Z",55617,"Cow Dung_Stev_411_776_582.jpg",2.206,"2024-07-29T14:06:12.952990Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_411_776_582.jpg"
11152,20890,9,"{""choices"":[""Clover"",""Grass""]}","2024-07-29T14:06:08.183627Z",55618,"Cow Dung_Stev_411_776_776.jpg",12.833,"2024-07-29T14:06:08.183647Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_411_776_776.jpg"
11155,20887,9,"{""choices"":[""Clover"",""Grass""]}","2024-07-29T14:05:45.296443Z",55621,"Cow Dung_Stev_411_970_1164.jpg",3.356,"2024-07-29T14:05:45.296463Z","['Clover', 'Grass']","Clover, Grass","Val",0,"None",NA,NA,FALSE,"Cow Dung_Stev_411_970_1164.jpg"
11158,20884,9,"{""choices"":[""Clover"",""Grass""]}","2024-07-29T14:05:29.972260Z",55624,"Cow Dung_Stev_411_970_388.jpg",2.598,"2024-07-29T14:05:29.972278Z","['Clover', 'Grass']","Clover, Grass","Val",0,"None",NA,NA,FALSE,"Cow Dung_Stev_411_970_388.jpg"
11159,20883,9,"{""choices"":[""Clover"",""Grass""]}","2024-07-29T14:05:24.867030Z",55625,"Cow Dung_Stev_411_970_582.jpg",2.401,"2024-07-29T14:05:24.867051Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_411_970_582.jpg"
11160,20882,9,"{""choices"":[""Clover"",""Grass""]}","2024-07-29T14:05:19.941340Z",55626,"Cow Dung_Stev_411_970_776.jpg",5.607,"2024-07-29T14:05:19.941361Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_411_970_776.jpg"
11161,20881,9,"{""choices"":[""Clover"",""Grass""]}","2024-07-29T14:05:11.537583Z",55627,"Cow Dung_Stev_411_970_970.jpg",4.948,"2024-07-29T14:05:11.537602Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Cow Dung_Stev_411_970_970.jpg"
11227,20818,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T14:00:50.386250Z",55693,"Cow Dung_Stev_412_388_1164.jpg",2.173,"2024-07-29T14:00:50.386270Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_412_388_1164.jpg"
11228,20817,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T14:00:45.954961Z",55694,"Cow Dung_Stev_412_388_1225.jpg",1.41,"2024-07-29T14:00:45.954980Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_412_388_1225.jpg"
11235,20811,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T14:00:22.019471Z",55701,"Cow Dung_Stev_412_582_1164.jpg",1.428,"2024-07-29T14:00:22.019491Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_412_582_1164.jpg"
11236,20810,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T14:00:18.393270Z",55702,"Cow Dung_Stev_412_582_1225.jpg",2.229,"2024-07-29T14:00:18.393289Z","['Grass', 'Dung']","Grass, Dung","Val",1,"None",NA,NA,TRUE,"Cow Dung_Stev_412_582_1225.jpg"
11243,20804,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:59:33.810354Z",55709,"Cow Dung_Stev_412_776_1164.jpg",8.375,"2024-07-29T13:59:46.148730Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_412_776_1164.jpg"
11249,10092,13,"{""choices"":[""Grass"",""Dung""]}","2024-07-17T13:14:29.379806Z",55715,"Cow Dung_Stev_412_776_970.jpg",4.938,"2024-07-17T13:14:29.379831Z","['Grass', 'Dung']","Grass, Dung","Val",1,"None",NA,NA,TRUE,"Cow Dung_Stev_412_776_970.jpg"
11251,20799,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:59:17.078471Z",55717,"Cow Dung_Stev_412_970_1164.jpg",2.092,"2024-07-29T13:59:17.078491Z","['Grass', 'Dung']","Grass, Dung","Val",1,"None",NA,NA,TRUE,"Cow Dung_Stev_412_970_1164.jpg"
11257,20794,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:58:59.722500Z",55723,"Cow Dung_Stev_412_970_970.jpg",1.285,"2024-07-29T13:58:59.722520Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_412_970_970.jpg"
11263,20788,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:58:38.534083Z",55729,"Cow Dung_Stev_413_0_582.jpg",1.121,"2024-07-29T13:58:38.534115Z","['Grass', 'Dung']","Grass, Dung","Train",2,"None",NA,NA,TRUE,"Cow Dung_Stev_413_0_582.jpg"
11264,20787,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:58:35.002831Z",55730,"Cow Dung_Stev_413_0_776.jpg",1.149,"2024-07-29T13:58:35.002853Z","['Grass', 'Dung']","Grass, Dung","Val",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_0_776.jpg"
11265,20786,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:58:31.697385Z",55731,"Cow Dung_Stev_413_0_970.jpg",1.302,"2024-07-29T13:58:31.697404Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_0_970.jpg"
11271,20781,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:58:15.419236Z",55737,"Cow Dung_Stev_413_1164_582.jpg",1.305,"2024-07-29T13:58:15.419254Z","['Grass', 'Dung']","Grass, Dung","Val",2,"None",NA,NA,TRUE,"Cow Dung_Stev_413_1164_582.jpg"
11272,20780,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:58:11.948687Z",55738,"Cow Dung_Stev_413_1164_776.jpg",1.939,"2024-07-29T13:58:11.948706Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_1164_776.jpg"
11279,20773,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:57:20.519917Z",55745,"Cow Dung_Stev_413_1358_582.jpg",1.202,"2024-07-29T13:57:20.519936Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_1358_582.jpg"
11280,20772,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:57:17.105190Z",55746,"Cow Dung_Stev_413_1358_776.jpg",1.257,"2024-07-29T13:57:17.105208Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_1358_776.jpg"
11286,20769,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:57:05.757313Z",55752,"Cow Dung_Stev_413_1552_388.jpg",1.182,"2024-07-29T13:57:05.757377Z","['Grass', 'Dung']","Grass, Dung","Val",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_1552_388.jpg"
11287,20768,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:57:02.243999Z",55753,"Cow Dung_Stev_413_1552_582.jpg",1.456,"2024-07-29T13:57:02.244020Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_1552_582.jpg"
11288,20767,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:56:58.699693Z",55754,"Cow Dung_Stev_413_1552_776.jpg",1.619,"2024-07-29T13:56:58.699711Z","['Grass', 'Dung']","Grass, Dung","Train",2,"None",NA,NA,TRUE,"Cow Dung_Stev_413_1552_776.jpg"
11294,20763,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:56:41.235257Z",55760,"Cow Dung_Stev_413_1746_388.jpg",2.652,"2024-07-29T13:56:41.235276Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_1746_388.jpg"
11295,20762,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:56:36.375905Z",55761,"Cow Dung_Stev_413_1746_582.jpg",2.392,"2024-07-29T13:56:36.375923Z","['Grass', 'Dung']","Grass, Dung","Train",2,"None",NA,NA,TRUE,"Cow Dung_Stev_413_1746_582.jpg"
11304,20753,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:55:59.294874Z",55770,"Cow Dung_Stev_413_1940_776.jpg",1.636,"2024-07-29T13:55:59.294893Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_1940_776.jpg"
11311,20746,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:55:28.582605Z",55777,"Cow Dung_Stev_413_1946_582.jpg",1.184,"2024-07-29T13:55:28.582624Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_1946_582.jpg"
11312,20745,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:55:25.246948Z",55778,"Cow Dung_Stev_413_1946_776.jpg",1.358,"2024-07-29T13:55:25.246966Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_1946_776.jpg"
11319,20738,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:55:00.927151Z",55785,"Cow Dung_Stev_413_194_582.jpg",1.105,"2024-07-29T13:55:00.927170Z","['Grass', 'Dung']","Grass, Dung","Val",2,"None",NA,NA,TRUE,"Cow Dung_Stev_413_194_582.jpg"
11320,20737,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:54:57.775096Z",55786,"Cow Dung_Stev_413_194_776.jpg",1.134,"2024-07-29T13:54:57.775114Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_194_776.jpg"
11321,20736,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:54:54.454022Z",55787,"Cow Dung_Stev_413_194_970.jpg",1.276,"2024-07-29T13:54:54.454041Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_194_970.jpg"
11326,10288,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-17T13:34:27.957403Z",55792,"Cow Dung_Stev_413_388_388.jpg",2.835,"2024-07-17T13:34:27.957424Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_388_388.jpg"
11327,20731,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:54:37.795837Z",55793,"Cow Dung_Stev_413_388_582.jpg",1.395,"2024-07-29T13:54:37.795856Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_388_582.jpg"
11328,20730,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:54:34.063452Z",55794,"Cow Dung_Stev_413_388_776.jpg",1.265,"2024-07-29T13:54:34.063471Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_388_776.jpg"
11334,20724,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:54:15.797304Z",55800,"Cow Dung_Stev_413_582_388.jpg",1.141,"2024-07-29T13:54:15.797323Z","['Grass', 'Dung']","Grass, Dung","Train",2,"None",NA,NA,TRUE,"Cow Dung_Stev_413_582_388.jpg"
11335,20723,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:54:12.651573Z",55801,"Cow Dung_Stev_413_582_582.jpg",1.136,"2024-07-29T13:54:12.651592Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_582_582.jpg"
11336,20722,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:54:09.449547Z",55802,"Cow Dung_Stev_413_582_776.jpg",1.341,"2024-07-29T13:54:09.449565Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_582_776.jpg"
11341,9627,13,"{""choices"":[""Grass"",""Dung""]}","2024-07-17T12:57:21.231493Z",55807,"Cow Dung_Stev_413_776_194.jpg",13.116,"2024-07-17T12:57:21.231512Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_776_194.jpg"
11342,20717,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:53:53.298568Z",55808,"Cow Dung_Stev_413_776_388.jpg",1.14,"2024-07-29T13:53:53.298587Z","['Grass', 'Dung']","Grass, Dung","Val",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_776_388.jpg"
11343,20716,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:53:50.086323Z",55809,"Cow Dung_Stev_413_776_582.jpg",1.405,"2024-07-29T13:53:50.086345Z","['Grass', 'Dung']","Grass, Dung","Train",2,"None",NA,NA,TRUE,"Cow Dung_Stev_413_776_582.jpg"
11344,20715,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:53:46.620963Z",55810,"Cow Dung_Stev_413_776_776.jpg",2.157,"2024-07-29T13:53:46.620982Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_776_776.jpg"
11350,20709,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:53:14.069731Z",55816,"Cow Dung_Stev_413_970_388.jpg",1.214,"2024-07-29T13:53:14.069816Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_970_388.jpg"
11351,20708,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:53:10.768669Z",55817,"Cow Dung_Stev_413_970_582.jpg",1.229,"2024-07-29T13:53:10.768687Z","['Grass', 'Dung']","Grass, Dung","Train",2,"None",NA,NA,TRUE,"Cow Dung_Stev_413_970_582.jpg"
11352,20707,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:53:07.554130Z",55818,"Cow Dung_Stev_413_970_776.jpg",1.625,"2024-07-29T13:53:07.554149Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_413_970_776.jpg"
11362,20698,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:52:39.405388Z",55828,"Cow Dung_Stev_414_1164_0.jpg",1.232,"2024-07-29T13:52:39.405407Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1164_0.jpg"
11365,20695,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:52:29.782294Z",55831,"Cow Dung_Stev_414_1164_194.jpg",1.401,"2024-07-29T13:52:29.782313Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1164_194.jpg"
11366,20694,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:52:26.104511Z",55832,"Cow Dung_Stev_414_1164_388.jpg",2.691,"2024-07-29T13:52:26.104530Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1164_388.jpg"
11370,20690,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:52:05.724003Z",55836,"Cow Dung_Stev_414_1358_0.jpg",1.161,"2024-07-29T13:52:05.724023Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1358_0.jpg"
11374,20686,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:51:52.196188Z",55840,"Cow Dung_Stev_414_1358_388.jpg",1.126,"2024-07-29T13:51:52.196207Z","['Grass', 'Dung']","Grass, Dung","Val",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1358_388.jpg"
11375,20685,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:51:48.847565Z",55841,"Cow Dung_Stev_414_1358_582.jpg",1.25,"2024-07-29T13:51:48.847583Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1358_582.jpg"
11376,20684,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:51:45.545373Z",55842,"Cow Dung_Stev_414_1358_776.jpg",1.1,"2024-07-29T13:51:45.545394Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1358_776.jpg"
11377,20683,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:51:42.398589Z",55843,"Cow Dung_Stev_414_1358_970.jpg",1.113,"2024-07-29T13:51:42.398662Z","['Grass', 'Dung']","Grass, Dung","Val",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1358_970.jpg"
11378,20682,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:51:39.267630Z",55844,"Cow Dung_Stev_414_1552_0.jpg",1.211,"2024-07-29T13:51:39.267648Z","['Grass', 'Dung']","Grass, Dung","Train",2,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1552_0.jpg"
11383,20677,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:51:22.829596Z",55849,"Cow Dung_Stev_414_1552_582.jpg",1.135,"2024-07-29T13:51:22.829614Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1552_582.jpg"
11384,20676,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:51:19.356912Z",55850,"Cow Dung_Stev_414_1552_776.jpg",1.17,"2024-07-29T13:51:19.356934Z","['Grass', 'Dung']","Grass, Dung","Val",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1552_776.jpg"
11385,20675,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:51:16.182757Z",55851,"Cow Dung_Stev_414_1552_970.jpg",1.238,"2024-07-29T13:51:16.182776Z","['Grass', 'Dung']","Grass, Dung","Val",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1552_970.jpg"
11386,20674,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:51:12.909207Z",55852,"Cow Dung_Stev_414_1746_0.jpg",2.082,"2024-07-29T13:51:12.909227Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1746_0.jpg"
11388,20672,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:51:05.373774Z",55854,"Cow Dung_Stev_414_1746_1225.jpg",1.413,"2024-07-29T13:51:05.373808Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1746_1225.jpg"
11392,20669,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:50:55.583706Z",55858,"Cow Dung_Stev_414_1746_776.jpg",1.591,"2024-07-29T13:50:55.583726Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1746_776.jpg"
11393,20668,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:50:51.932262Z",55859,"Cow Dung_Stev_414_1746_970.jpg",1.226,"2024-07-29T13:50:51.932281Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1746_970.jpg"
11395,20666,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:50:45.387655Z",55861,"Cow Dung_Stev_414_1940_1164.jpg",1.305,"2024-07-29T13:50:45.387677Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1940_1164.jpg"
11400,20661,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:50:27.715558Z",55866,"Cow Dung_Stev_414_1940_776.jpg",1.41,"2024-07-29T13:50:27.715576Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1940_776.jpg"
11401,20660,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:50:24.170862Z",55867,"Cow Dung_Stev_414_1940_970.jpg",1.662,"2024-07-29T13:50:24.170881Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1940_970.jpg"
11403,20658,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:50:16.024070Z",55869,"Cow Dung_Stev_414_1946_1164.jpg",1.793,"2024-07-29T13:50:16.024092Z","['Grass', 'Dung']","Grass, Dung","Val",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1946_1164.jpg"
11408,20653,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:49:58.555382Z",55874,"Cow Dung_Stev_414_1946_776.jpg",1.208,"2024-07-29T13:49:58.555401Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1946_776.jpg"
11409,20652,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:49:55.196146Z",55875,"Cow Dung_Stev_414_1946_970.jpg",1.621,"2024-07-29T13:49:55.196166Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_1946_970.jpg"
11414,8802,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-17T12:38:02.343001Z",55880,"Cow Dung_Stev_414_194_388.jpg",4.074,"2024-07-17T12:38:02.343017Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_194_388.jpg"
11415,20647,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:49:37.618563Z",55881,"Cow Dung_Stev_414_194_582.jpg",1.234,"2024-07-29T13:49:37.618581Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_194_582.jpg"
11422,20641,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:49:19.464881Z",55888,"Cow Dung_Stev_414_388_388.jpg",1.636,"2024-07-29T13:49:19.464901Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_388_388.jpg"
11423,20640,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-29T13:49:15.809590Z",55889,"Cow Dung_Stev_414_388_582.jpg",1.375,"2024-07-29T13:49:15.809608Z","['Grass', 'Dung']","Grass, Dung","Train",1,"None",NA,NA,TRUE,"Cow Dung_Stev_414_388_582.jpg"
